csa_name_mod2_x,company_id,company_name_x,shift_lead_time_fs,head_count_requested_fs,head_count_worked_fs,fill_rate_fs,total_shifts_f30d,total_head_count_minus_fs,total_head_count_minus_f30d,year_quarter_comp_start_x,head_count_worked_f30d,head_count_requested_f30d,fill_rate_f30d,shifts_worked_f30d,avg_days_between_shifts_f30d,csa_name_mod2_y,company_name_y,shifts_worked,adjusted_head_count,fill_rate,industry_name,avg_head_count,avg_hourly_wage,avg_shift_lead,2023_rev,avg_days_between_shifts,total_head_count,year_quarter_comp_start_y
All Other Markets Combined,6562,Culinary Collections - Illinois,50,4,4,1.0,2,6,-8,2023Q1,6,18,0.3333,2,17.0,All Other Markets Combined,Culinary Collections - Illinois,8.0,9.0,0.8889,Food Services,2.0,18.4,14.1111,225.65,15.0,10.0,2023Q1
"Las Vegas-Henderson, NV",6580,SWOOP LLC,1,1,1,1.0,16,471,293,2023Q1,42,179,0.2346,16,1.3333,"Las Vegas-Henderson, NV",SWOOP LLC,460.0,492.0,0.935,Warehouse,3.6047,11.459302325581396,1.8815,14228.86,2.024,465.0,2023Q1
All Other Markets Combined,6585,Georgia Cleans,2,1,1,1.0,4,13,10,2023Q1,4,4,1.0,4,3.6667,All Other Markets Combined,Georgia Cleans,11.0,11.0,1.0,Janitorial,1.0,17.785714285714285,12.0,116.89,16.0,14.0,2023Q1
All Other Markets Combined,6587,Jaws Pressure Washing,15,1,1,1.0,1,1,1,2023Q1,1,1,1.0,1,,All Other Markets Combined,Jaws Pressure Washing,1.0,1.0,1.0,Janitorial,1.0,18.0,14.6667,37.8,,2.0,2023Q1
All Other Markets Combined,6588,Sunco Properties,2,1,1,1.0,15,21,7,2023Q1,15,15,1.0,15,1.3571,All Other Markets Combined,Sunco Properties,22.0,22.0,1.0,Retail,1.0,14.954545454545457,16.8654,865.62,9.0,22.0,2023Q1
All Other Markets Combined,6591,Epix 360 Experience LLC,1,1,1,1.0,5,10,3,2023Q1,6,8,0.75,5,5.0,All Other Markets Combined,Epix 360 Experience LLC,10.0,10.0,1.0,Entertainment,1.1,17.0,3.4615,234.85,6.875,11.0,2023Q1
"Dallas-Fort Worth, TX-OK",6599,Samose Waali - Indian Snacks and Catering,11,2,2,1.0,1,0,-2,2023Q1,2,4,0.5,1,,"Dallas-Fort Worth, TX-OK",Samose Waali - Indian Snacks and Catering,2.0,2.0,1.0,Food Services,2.0,17.0,5.3333,14.79,,2.0,2023Q1
All Other Markets Combined,6602,Rocco's Little Chicago Pizzeria,19,1,1,1.0,1,0,0,2023Q1,1,1,1.0,1,,All Other Markets Combined,Rocco's Little Chicago Pizzeria,1.0,1.0,1.0,Food Services,1.0,18.0,19.0,37.81,,1.0,2023Q1
"Dallas-Fort Worth, TX-OK",6606,DUBAL BROS,50,3,2,0.6667,11,16,-8,2023Q2,14,27,0.5185,11,2.0,"Dallas-Fort Worth, TX-OK",DUBAL BROS,14.0,18.0,0.7778,Warehouse,1.5833,17.0,8.7059,609.49,2.0,19.0,2023Q2
All Other Markets Combined,6609,Dave & Buster's Virginia Beach,1,8,8,1.0,19,82,-174,2023Q1,60,264,0.2273,19,1.3333,All Other Markets Combined,Dave & Buster's Virginia Beach,78.0,99.0,0.7879,Food Services,3.2143,13.642857142857142,7.3667,2383.48,1.6296,90.0,2023Q1
All Other Markets Combined,6610,TJ&A Global Online LLC,31,1,1,1.0,8,109,102,2023Q2,8,8,1.0,8,2.2857,All Other Markets Combined,TJ&A Global Online LLC,77.0,99.0,0.7778,Warehouse,1.5493,16.971830985915492,8.3425,1087.28,3.25,110.0,2023Q2
All Other Markets Combined,6614,WORMLEY CREEK MARINA,1,1,1,1.0,2,1,0,2023Q1,2,2,1.0,2,1.0,All Other Markets Combined,WORMLEY CREEK MARINA,2.0,2.0,1.0,Office Admin,1.0,22.5,15.0455,22.45,1.0,2.0,2023Q1
"Dallas-Fort Worth, TX-OK",6615,Classic Commercial Cleaning,5,2,2,1.0,2,4,-2,2023Q1,4,8,0.5,2,6.0,"Dallas-Fort Worth, TX-OK",Classic Commercial Cleaning,6.0,6.0,1.0,Janitorial,2.0,15.0,4.0,68.04,17.0,6.0,2023Q1
All Other Markets Combined,6617,Prestwick Country Club,1,1,1,1.0,3,9,-1,2023Q2,5,11,0.4545,3,7.0,All Other Markets Combined,Prestwick Country Club,5.0,6.0,0.8333,Food Services,2.0,16.6,5.5,220.82,7.0,10.0,2023Q2
"Salt Lake City-Provo-Orem, UT",6619,Kr8tions inc,8,3,2,0.6667,2,2,-5,2023Q1,4,10,0.4,2,1.0,"Salt Lake City-Provo-Orem, UT",Kr8tions inc,4.0,5.0,0.8,Construction,2.5,17.0,4.5,149.68,1.0,5.0,2023Q1
All Other Markets Combined,6620,Locking Horns Riverside Restaurant,4,1,1,1.0,4,5,2,2023Q2,4,4,1.0,4,5.0,All Other Markets Combined,Locking Horns Riverside Restaurant,5.0,5.0,1.0,Food Services,1.0,12.666666666666666,6.5,136.92,8.75,6.0,2023Q2
All Other Markets Combined,6622,Your Time Transport ,13,5,6,1.2,2,5,-45,2023Q2,11,55,0.2,2,1.0,All Other Markets Combined,Your Time Transport ,11.0,11.0,1.0,Delivery,5.0,20.0,9.5,386.65,1.0,10.0,2023Q2
All Other Markets Combined,6623,Ackerley For Mayor,2,17,11,0.6471,17,56,-330,2023Q1,41,403,0.1017,17,1.5,All Other Markets Combined,Ackerley For Mayor,41.0,71.0,0.5775,Events,3.8421,15.526315789473683,1.9,362.72,1.5,73.0,2023Q1
"Las Vegas-Henderson, NV",6630,Elite Motion Foto Booth,3,1,1,1.0,1,5,5,2023Q1,1,1,1.0,1,,"Las Vegas-Henderson, NV",Elite Motion Foto Booth,6.0,6.0,1.0,Events,1.0,15.333333333333334,3.75,173.05,42.8,6.0,2023Q1
All Other Markets Combined,6632,Sweep Home Chicago,1,1,2,2.0,6,6,0,2023Q1,7,7,1.0,6,1.4,All Other Markets Combined,Sweep Home Chicago,7.0,7.0,1.0,Janitorial,1.0,15.0,1.5556,103.16,1.4,7.0,2023Q1
All Other Markets Combined,6650,WESDOR EVENTS DECOR & RENTALS ,11,3,2,0.6667,3,196,159,2023Q1,10,40,0.25,3,10.0,All Other Markets Combined,WESDOR EVENTS DECOR & RENTALS ,194.0,219.0,0.8858,Events,3.7547,22.264150943396228,14.9464,5869.84,4.18,199.0,2023Q1
All Other Markets Combined,6651,Green Plate Catering,2,3,2,0.6667,1,0,-3,2023Q1,2,6,0.3333,1,,All Other Markets Combined,Green Plate Catering,2.0,3.0,0.6667,Food Services,3.0,19.0,2.0,39.06,,3.0,2023Q1
All Other Markets Combined,6653,Dave & Buster's Glen Allen,5,2,1,0.5,9,23,-4,2023Q1,14,29,0.4828,9,2.375,All Other Markets Combined,Dave & Buster's Glen Allen,21.0,26.0,0.8077,Hospitality,1.6667,17.0,5.1111,1093.94,17.3571,25.0,2023Q1
All Other Markets Combined,6656,Good Ground Cleaning,8,1,1,1.0,1,2,2,2023Q1,1,1,1.0,1,,All Other Markets Combined,Good Ground Cleaning,1.0,1.0,1.0,Janitorial,1.0,14.0,6.6667,0.0,,3.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6664,Tasteful Moments Catering,10,1,1,1.0,1,0,0,2023Q1,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",Tasteful Moments Catering,1.0,1.0,1.0,Food Services,1.0,14.0,9.0,12.69,,1.0,2023Q1
All Other Markets Combined,6667,my fish tank man,3,1,1,1.0,3,2,0,2023Q1,3,3,1.0,3,6.5,All Other Markets Combined,my fish tank man,3.0,3.0,1.0,Delivery,1.0,20.0,1.3333,103.0,6.5,3.0,2023Q1
"Las Vegas-Henderson, NV",6670,CORT Events (Las Vegas),1,8,8,1.0,2,1,-56,2023Q1,9,65,0.1385,2,0.0,"Las Vegas-Henderson, NV",CORT Events (Las Vegas),9.0,9.0,1.0,Warehouse,4.5,16.0,1.0,248.02,0.0,9.0,2023Q1
"Dallas-Fort Worth, TX-OK",6673,H&W For Life,2,2,3,1.5,12,19,-9,2023Q1,18,30,0.6,12,2.4545,"Dallas-Fort Worth, TX-OK",H&W For Life,21.0,22.0,0.9545,Warehouse,1.5,16.071428571428573,3.3636,829.77,3.0,21.0,2023Q1
All Other Markets Combined,6675,Mosaic Catering and Events,8,12,10,0.8333,4,40,-77,2023Q1,15,129,0.1163,4,9.0,All Other Markets Combined,Mosaic Catering and Events,36.0,46.0,0.7826,Food Services,4.0,17.23076923076923,4.0,1214.08,10.4444,52.0,2023Q1
All Other Markets Combined,6676,Jaxx Inc,6,4,3,0.75,2,2,-14,2023Q1,7,20,0.35,2,1.0,All Other Markets Combined,Jaxx Inc,7.0,8.0,0.875,Construction,3.0,18.0,6.5,206.26,1.0,6.0,2023Q1
All Other Markets Combined,6681,Mini Me Events,16,2,3,1.5,1,0,-4,2023Q2,3,6,0.5,1,,All Other Markets Combined,Mini Me Events,3.0,3.0,1.0,Entertainment,2.0,15.0,16.0,17.55,,2.0,2023Q2
"Dallas-Fort Worth, TX-OK",6687,Perks & Provisions,7,1,1,1.0,8,106,99,2023Q1,8,8,1.0,8,2.5714,"Dallas-Fort Worth, TX-OK",Perks & Provisions,102.0,102.0,1.0,Warehouse,1.0707,18.267676767676768,4.3884,5778.89,2.2632,106.0,2023Q1
"Dallas-Fort Worth, TX-OK",6689,The Northside Rockwall,2,1,1,1.0,1,0,0,2023Q1,1,1,1.0,1,,"Dallas-Fort Worth, TX-OK",The Northside Rockwall,1.0,1.0,1.0,Entertainment,1.0,17.0,2.0,61.2,,1.0,2023Q1
All Other Markets Combined,6690,Rolling Video Games Nashville,7,1,2,2.0,1,15,14,2023Q1,2,2,1.0,1,,All Other Markets Combined,Rolling Video Games Nashville,15.0,16.0,0.9375,Events,1.2308,17.0,12.6316,335.19,7.2222,16.0,2023Q1
All Other Markets Combined,6693,Andiamo (Bloomfield),93,1,1,1.0,9,17,-5,2023Q2,14,23,0.6087,9,3.125,All Other Markets Combined,Andiamo (Bloomfield),19.0,20.0,0.95,Food Services,1.3846,16.307692307692307,9.2,754.87,2.8182,18.0,2023Q2
All Other Markets Combined,6705,Joe Muer,1,2,2,1.0,2,3,-1,2023Q2,3,6,0.5,2,13.0,All Other Markets Combined,Joe Muer,4.0,5.0,0.8,Food Services,1.6667,17.333333333333332,8.0909,170.72,41.5,5.0,2023Q2
"Salt Lake City-Provo-Orem, UT",6719,Lori Riddle Private Events - SLC,4,1,1,1.0,1,0,0,2023Q1,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",Lori Riddle Private Events - SLC,1.0,1.0,1.0,Events,1.0,20.0,4.0,30.6,,1.0,2023Q1
"Dallas-Fort Worth, TX-OK",6723,Tex Bev,9,1,1,1.0,13,211,151,2023Q2,24,61,0.3934,13,1.9167,"Dallas-Fort Worth, TX-OK",Tex Bev,210.0,217.0,0.9677,Manufacturing,1.609,15.0,5.3662,8875.74,1.6016,214.0,2023Q2
All Other Markets Combined,6726,Staged2Sell,1,1,1,1.0,1,6,6,2023Q2,1,1,1.0,1,,All Other Markets Combined,Staged2Sell,7.0,7.0,1.0,Real Estate,1.0,15.285714285714286,37.3333,257.98,25.6667,7.0,2023Q2
All Other Markets Combined,6733,"Key Cleaning Services, LLC",9,4,1,0.25,3,11,7,2023Q1,3,8,0.375,3,5.5,All Other Markets Combined,"Key Cleaning Services, LLC",4.0,9.0,0.4444,Janitorial,2.5,15.0,7.92,46.8,10.6667,15.0,2023Q1
All Other Markets Combined,6739,Lyles Cleaning Services,4,2,1,0.5,1,0,0,2023Q1,1,2,0.5,1,,All Other Markets Combined,Lyles Cleaning Services,1.0,2.0,0.5,Janitorial,2.0,15.0,3.3333,51.0,,2.0,2023Q1
All Other Markets Combined,6745,Blinds Doctor LLC.,2,2,1,0.5,1,2,2,2023Q1,1,2,0.5,1,,All Other Markets Combined,Blinds Doctor LLC.,2.0,4.0,0.5,Construction,2.0,15.0,2.0,43.96,53.0,4.0,2023Q1
All Other Markets Combined,6747,The Popcorn Lady,9,2,4,2.0,5,95,70,2023Q1,10,27,0.3704,5,3.75,All Other Markets Combined,The Popcorn Lady,88.0,103.0,0.8544,Food Services,2.6944,16.5,3.2308,4354.71,6.5938,97.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6749,Lash Stuff,9,1,1,1.0,5,4,0,2023Q1,5,5,1.0,5,1.75,"Salt Lake City-Provo-Orem, UT",Lash Stuff,5.0,5.0,1.0,Warehouse,1.0,14.0,5.5714,167.97,1.75,5.0,2023Q1
"Dallas-Fort Worth, TX-OK",6756,TraXtion,1,2,3,1.5,19,57,3,2023Q1,32,56,0.5714,19,1.6111,"Dallas-Fort Worth, TX-OK",TraXtion,61.0,62.0,0.9839,Manufacturing,1.3111,16.244444444444444,4.6167,2778.76,3.5227,59.0,2023Q1
"Las Vegas-Henderson, NV",6761,Holidays Perfected,2,2,2,1.0,2,80,74,2023Q1,4,8,0.5,2,23.0,"Las Vegas-Henderson, NV",Holidays Perfected,60.0,62.0,0.9677,Events,1.3667,17.075,2.8,3249.94,5.6429,82.0,2023Q1
All Other Markets Combined,6765,Sodexo Jackson Behavioral Health,20,5,5,1.0,70,480,-581,2023Q1,222,1066,0.2083,70,0.0725,All Other Markets Combined,Sodexo Jackson Behavioral Health,397.0,480.0,0.8271,Janitorial,3.277,15.432432432432432,15.5941,11617.44,0.6966,485.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6770,Caliber Collision,6,1,1,1.0,6,5,0,2023Q1,6,6,1.0,6,1.4,"Salt Lake City-Provo-Orem, UT",Caliber Collision,6.0,6.0,1.0,Manufacturing,1.0,15.0,4.1667,272.15,1.4,6.0,2023Q1
"Dallas-Fort Worth, TX-OK",6784,EXPERT YARD AND GARDEN,3,1,2,2.0,3,2,-1,2023Q1,4,4,1.0,3,2.0,"Dallas-Fort Worth, TX-OK",EXPERT YARD AND GARDEN,4.0,4.0,1.0,Retail,1.0,15.0,5.0,141.36,2.0,3.0,2023Q1
All Other Markets Combined,6786,Society of Environmental Journalists,22,2,2,1.0,18,27,-16,2023Q2,27,45,0.6,18,0.0588,All Other Markets Combined,Society of Environmental Journalists,27.0,28.0,0.9643,Events,1.45,17.5,23.9,611.53,0.0588,29.0,2023Q2
All Other Markets Combined,6800,Happy Day Brands ,1,2,3,1.5,2,5,0,2023Q1,4,7,0.5714,2,7.0,All Other Markets Combined,Happy Day Brands ,8.0,8.0,1.0,Manufacturing,1.1667,16.666666666666668,1.0,210.18,21.0,7.0,2023Q1
All Other Markets Combined,6801,"Dave & Buster’s - Rosemont, IL",4,1,2,2.0,5,8,-22,2023Q1,15,31,0.4839,5,0.5,All Other Markets Combined,"Dave & Buster’s - Rosemont, IL",15.0,15.0,1.0,Hospitality,1.8,17.0,4.1667,662.89,0.5,9.0,2023Q1
"Dallas-Fort Worth, TX-OK",6802,The Boho Market,25,1,1,1.0,3,25,21,2023Q2,5,5,1.0,3,13.5,"Dallas-Fort Worth, TX-OK",The Boho Market,20.0,21.0,0.9524,Events,1.2,15.5,4.2857,224.02,15.6923,24.0,2023Q2
All Other Markets Combined,6805,"Cordogan Clark Consulting Services, LLC",2,1,1,1.0,13,216,-88,2023Q1,48,305,0.1574,13,2.25,All Other Markets Combined,"Cordogan Clark Consulting Services, LLC",193.0,220.0,0.8773,Construction,2.2371,30.99742268041237,8.0811,13110.39,2.4457,217.0,2023Q1
"Dallas-Fort Worth, TX-OK",6807,Bouré Event Studio,5,1,1,1.0,4,34,30,2023Q1,5,5,1.0,4,9.0,"Dallas-Fort Worth, TX-OK",Bouré Event Studio,29.0,34.0,0.8529,Events,1.6667,20.428571428571427,4.3043,549.91,11.5556,35.0,2023Q1
All Other Markets Combined,6812,Lakeland Manor,2,2,2,1.0,3,18,1,2023Q2,8,19,0.4211,3,14.0,All Other Markets Combined,Lakeland Manor,15.0,18.0,0.8333,Events,2.2222,15.11111111111111,14.1818,446.09,26.8333,20.0,2023Q2
"Dallas-Fort Worth, TX-OK",6814,Etage Events,5,1,1,1.0,1,1,1,2023Q2,1,1,1.0,1,,"Dallas-Fort Worth, TX-OK",Etage Events,1.0,1.0,1.0,Events,1.0,18.0,3.0,40.04,,2.0,2023Q2
All Other Markets Combined,6819,Unique Custom Designs,6,6,4,0.6667,1,12,-6,2023Q2,4,24,0.1667,1,,All Other Markets Combined,Unique Custom Designs,4.0,6.0,0.6667,Events,6.0,16.333333333333332,2.3333,79.4,,18.0,2023Q2
All Other Markets Combined,6823,Patriot Movers,4,2,1,0.5,1,0,0,2023Q2,1,2,0.5,1,,All Other Markets Combined,Patriot Movers,1.0,2.0,0.5,Real Estate,2.0,20.0,2.8,19.85,,2.0,2023Q2
All Other Markets Combined,6833,Bet Shalom Synagogue,13,3,2,0.6667,2,2,-5,2023Q2,4,10,0.4,2,0.0,All Other Markets Combined,Bet Shalom Synagogue,4.0,5.0,0.8,Performance Arts,2.5,22.5,13.0,136.91,0.0,5.0,2023Q2
All Other Markets Combined,6835,Sodexo Magic - Jackson BHH,4,1,1,1.0,22,336,315,2023Q1,22,22,1.0,22,1.3333,All Other Markets Combined,Sodexo Magic - Jackson BHH,313.0,320.0,0.9781,Food Services,1.0338,18.26,8.1706,11276.56,0.474,336.0,2023Q1
All Other Markets Combined,6836,Joey's Movers of Evanston LLC,4,7,4,0.5714,3,114,-21,2023Q1,13,142,0.0915,3,13.5,All Other Markets Combined,Joey's Movers of Evanston LLC,85.0,117.0,0.7265,Delivery,2.5745,18.23404255319149,1.4912,4883.7,3.0,121.0,2023Q1
"Dallas-Fort Worth, TX-OK",6839,"Travel Safe Water, Inc.",1,6,4,0.6667,8,18,-41,2023Q1,19,65,0.2923,8,1.0,"Dallas-Fort Worth, TX-OK","Travel Safe Water, Inc.",19.0,24.0,0.7917,Construction,3.0,19.0,2.75,1119.17,1.0,24.0,2023Q1
All Other Markets Combined,6842,O&W Enterprise Inc DBA RVA BBQ,2,1,1,1.0,1,4,4,2023Q2,1,1,1.0,1,,All Other Markets Combined,O&W Enterprise Inc DBA RVA BBQ,1.0,1.0,1.0,Food Services,1.25,16.5,14.5,56.0,,5.0,2023Q2
All Other Markets Combined,6847,SUDS Commercial Cleaning,0,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,All Other Markets Combined,SUDS Commercial Cleaning,1.0,1.0,1.0,Janitorial,1.0,17.0,0.0,43.61,,1.0,2023Q2
All Other Markets Combined,6852,No Limit Foods,4,1,1,1.0,6,7,-1,2023Q1,9,9,1.0,6,4.6,All Other Markets Combined,No Limit Foods,9.0,9.0,1.0,Food Services,1.1429,17.0,3.2857,159.72,4.6,8.0,2023Q1
All Other Markets Combined,6862,Sodexo - Jackson West EVS,1,3,3,1.0,20,104,-162,2023Q1,61,269,0.2268,20,1.2632,All Other Markets Combined,Sodexo - Jackson West EVS,96.0,107.0,0.8972,Janitorial,2.3778,15.333333333333334,8.2281,2879.41,3.1364,107.0,2023Q1
"Dallas-Fort Worth, TX-OK",6863,JDog Junk Removal & Hauling - Frisco,3,1,1,1.0,2,3,0,2023Q1,2,4,0.5,2,2.0,"Dallas-Fort Worth, TX-OK",JDog Junk Removal & Hauling - Frisco,2.0,4.0,0.5,Construction,2.0,17.0,3.5,42.17,2.0,4.0,2023Q1
All Other Markets Combined,6865,Drip Drop Distro,3,4,3,0.75,8,17,-21,2023Q1,15,42,0.3571,8,3.2857,All Other Markets Combined,Drip Drop Distro,17.0,22.0,0.7727,Warehouse,2.1,15.0,1.9091,701.67,15.0,21.0,2023Q1
All Other Markets Combined,6866,Sodexo - Jackson South EVS,3,5,4,0.8,16,48,-144,2023Q1,46,197,0.2335,16,1.4667,All Other Markets Combined,Sodexo - Jackson South EVS,46.0,53.0,0.8679,Janitorial,3.3125,15.0,8.1429,1310.96,1.4667,53.0,2023Q1
"Dallas-Fort Worth, TX-OK",6875,PCR Recycling,7,4,3,0.75,5,11,-28,2023Q2,13,43,0.3023,5,4.0,"Dallas-Fort Worth, TX-OK",PCR Recycling,13.0,15.0,0.8667,Manufacturing,3.0,15.0,3.0,510.13,4.0,15.0,2023Q2
"Las Vegas-Henderson, NV",6881,Le belle france LLC,13,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,"Las Vegas-Henderson, NV",Le belle france LLC,1.0,1.0,1.0,Hospitality,1.0,20.0,13.0,49.6,,1.0,2023Q2
All Other Markets Combined,6883,Hollywood Blvd Cinema,3,2,2,1.0,1,4,2,2023Q1,2,4,0.5,1,,All Other Markets Combined,Hollywood Blvd Cinema,2.0,2.0,1.0,Entertainment,2.0,9.0,4.5,6.1,,6.0,2023Q1
All Other Markets Combined,6884,Embree Construction Group Inc.,1,4,2,0.5,3,2,-4,2023Q1,4,10,0.4,3,0.0,All Other Markets Combined,Embree Construction Group Inc.,4.0,6.0,0.6667,Construction,2.0,18.0,1.0,85.46,0.0,6.0,2023Q1
All Other Markets Combined,6886,Valiant Cleaning Service ,6,1,1,1.0,2,5,4,2023Q2,2,2,1.0,2,7.0,All Other Markets Combined,Valiant Cleaning Service ,5.0,6.0,0.8333,Janitorial,1.5,15.0,28.2778,58.98,45.0,6.0,2023Q2
"Las Vegas-Henderson, NV",6890,Quinn Moving Solutions,1,3,3,1.0,1,0,-6,2023Q2,3,9,0.3333,1,,"Las Vegas-Henderson, NV",Quinn Moving Solutions,3.0,3.0,1.0,Delivery,3.0,15.0,2.5,120.81,,3.0,2023Q2
All Other Markets Combined,6893,Tropical Smoothie Cafe - Spring Hill,4,3,4,1.3333,8,16,-18,2023Q2,15,37,0.4054,8,2.2857,All Other Markets Combined,Tropical Smoothie Cafe - Spring Hill,15.0,21.0,0.7143,Food Services,2.375,15.0,10.75,448.26,2.2857,19.0,2023Q2
All Other Markets Combined,6894,Subway 30558 - Madison WI,1,1,2,2.0,13,27,14,2023Q1,14,14,1.0,13,1.9167,All Other Markets Combined,Subway 30558 - Madison WI,25.0,25.0,1.0,Food Services,1.0,13.75,3.2903,534.34,1.6087,28.0,2023Q1
All Other Markets Combined,6895,Phoenix Rose,1,1,1,1.0,1,0,0,2023Q1,1,1,1.0,1,,All Other Markets Combined,Phoenix Rose,1.0,1.0,1.0,Warehouse,1.0,16.0,1.0,31.6,,1.0,2023Q1
All Other Markets Combined,6896,Music City Maintenance,6,1,1,1.0,2,21,20,2023Q2,2,2,1.0,2,1.0,All Other Markets Combined,Music City Maintenance,15.0,16.0,0.9375,Janitorial,1.375,17.0,9.7714,392.16,11.6,22.0,2023Q2
"Dallas-Fort Worth, TX-OK",6899,Cheeza Pleeza,1,2,2,1.0,1,0,-2,2023Q1,2,4,0.5,1,,"Dallas-Fort Worth, TX-OK",Cheeza Pleeza,2.0,2.0,1.0,Food Services,2.0,15.0,1.0,30.35,,2.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6902,Navis Pack & Ship (SLC),1,2,4,2.0,19,124,84,2023Q1,29,42,0.6905,19,1.5556,"Salt Lake City-Provo-Orem, UT",Navis Pack & Ship (SLC),131.0,135.0,0.9704,Warehouse,1.3404,17.351063829787233,5.672,5801.42,2.2903,126.0,2023Q1
All Other Markets Combined,6905,Desert Memories Photo Booths,22,2,2,1.0,3,5,-4,2023Q2,5,11,0.4545,3,0.0,All Other Markets Combined,Desert Memories Photo Booths,6.0,7.0,0.8571,Events,1.75,20.0,27.8571,290.63,54.0,7.0,2023Q2
"Salt Lake City-Provo-Orem, UT",6907,Andersen’s Crazy Candy,2,5,5,1.0,87,3810,2431,2023Q1,260,1384,0.1879,87,0.1395,"Salt Lake City-Provo-Orem, UT",Andersen’s Crazy Candy,3384.0,3974.0,0.8515,Warehouse,7.4658,14.0,1.5835,116826.21,0.1275,3815.0,2023Q1
"Dallas-Fort Worth, TX-OK",6920,Cafe Mila,3,2,2,1.0,6,6,-2,2023Q2,7,10,0.7,6,1.2,"Dallas-Fort Worth, TX-OK",Cafe Mila,7.0,8.0,0.875,Food Services,1.3333,16.166666666666668,2.8462,204.15,1.2,8.0,2023Q2
All Other Markets Combined,6933,GSC Specialty Contractors,1,1,1,1.0,15,452,435,2023Q2,16,18,0.8889,15,2.0,All Other Markets Combined,GSC Specialty Contractors,395.0,452.0,0.8739,Construction,2.5307,17.949720670391063,4.3254,17341.01,1.1591,453.0,2023Q2
All Other Markets Combined,6936,Rigility Surveillance Solutions,2,2,1,0.5,1,0,0,2023Q2,1,2,0.5,1,,All Other Markets Combined,Rigility Surveillance Solutions,1.0,2.0,0.5,Technology,2.0,17.0,2.0,34.63,,2.0,2023Q2
All Other Markets Combined,6942,Samanco Construction,17,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,All Other Markets Combined,Samanco Construction,1.0,1.0,1.0,Construction,1.0,19.0,14.5,12.84,,1.0,2023Q2
"Dallas-Fort Worth, TX-OK",6950,Q Corporation,1,3,1,0.3333,31,586,110,2023Q2,110,479,0.2296,31,0.9667,"Dallas-Fort Worth, TX-OK",Q Corporation,455.0,594.0,0.766,Technology,2.5833,17.19298245614035,7.9515,21452.76,0.9779,589.0,2023Q2
All Other Markets Combined,6958,Jackalope,1,2,2,1.0,3,11,-62,2023Q2,10,75,0.1333,3,0.5,All Other Markets Combined,Jackalope,10.0,13.0,0.7692,Entertainment,4.3333,18.33333333333333,3.1429,281.48,0.5,13.0,2023Q2
All Other Markets Combined,6959,"Maison Culinaire, Inc.",3,1,1,1.0,3,2,0,2023Q2,3,3,1.0,3,1.0,All Other Markets Combined,"Maison Culinaire, Inc.",3.0,3.0,1.0,Food Services,1.0,17.0,5.1429,134.77,1.0,3.0,2023Q2
"Las Vegas-Henderson, NV",6960,Kodi Collective ,4,3,3,1.0,36,137,-204,2023Q2,95,344,0.2762,36,0.6571,"Las Vegas-Henderson, NV",Kodi Collective ,130.0,141.0,0.922,Technology,2.5,14.700892857142858,3.7966,4550.52,0.9818,140.0,2023Q2
All Other Markets Combined,6963,1-800 WATER DAMAGE of North Fulton ,1,2,2,1.0,22,326,244,2023Q2,42,84,0.5,22,1.2381,All Other Markets Combined,1-800 WATER DAMAGE of North Fulton ,279.0,291.0,0.9588,Construction,1.5166,17.01421800947867,5.0675,11070.93,0.9471,320.0,2023Q2
All Other Markets Combined,6967,MitchellCasteel Catering A Fine Catered Affair,8,2,2,1.0,39,127,57,2023Q2,48,72,0.6667,39,0.3684,All Other Markets Combined,MitchellCasteel Catering A Fine Catered Affair,122.0,135.0,0.9037,Events,1.3163,17.122448979591837,6.9929,2919.71,1.9468,129.0,2023Q2
"Dallas-Fort Worth, TX-OK",6968,Mrara Enterprises LLC,0,1,1,1.0,3,4,2,2023Q2,3,3,1.0,3,9.5,"Dallas-Fort Worth, TX-OK",Mrara Enterprises LLC,5.0,5.0,1.0,Janitorial,1.0,18.2,11.2143,31.78,48.25,5.0,2023Q2
"Dallas-Fort Worth, TX-OK",6972,Frisco RoughRiders,2,13,12,0.9231,2,13,-299,2023Q2,25,325,0.0769,2,1.0,"Dallas-Fort Worth, TX-OK",Frisco RoughRiders,25.0,26.0,0.9615,Entertainment,13.0,15.0,2.5,463.2,1.0,26.0,2023Q2
"Dallas-Fort Worth, TX-OK",6975,Diamond Oaks Country Club,5,1,1,1.0,8,12,0,2023Q2,10,13,0.7692,8,0.4286,"Dallas-Fort Worth, TX-OK",Diamond Oaks Country Club,14.0,14.0,1.0,Food Services,1.0833,15.833333333333334,4.9231,489.79,9.7273,13.0,2023Q2
All Other Markets Combined,6982,Nippon Express Newport News,6,1,1,1.0,4,3,0,2023Q2,4,4,1.0,4,1.0,All Other Markets Combined,Nippon Express Newport News,4.0,4.0,1.0,Warehouse,1.0,17.0,6.0,185.94,1.0,4.0,2023Q2
