csa_name_mod2,company_id,company_name,shifts_worked,adjusted_head_count,fill_rate,industry_name,avg_head_count,avg_hourly_wage,avg_shift_lead,2023_rev,avg_days_between_shifts,total_head_count,year_quarter_comp_start
"Salt Lake City-Provo-Orem, UT",2132,eMgJnCl arli ecoaMCnmmi,,,,,,,,,,,2021Q3
All Other Markets Combined,2137,irs  mnofhohJonitg,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2143,nn  LLrDdF&ayueW ni,,,,,,,,,,,2021Q3
All Other Markets Combined,2144,nnenneIgeeenleEiiicti fgnnlirItg ,,,,Construction,,,3.5,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2145,euh dMLtan Cyuyr,,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2146,rUesAR So,356.0,363.0,0.9807,Construction,1.1597,17.73482428115016,9.1385,18711.25,0.8269,363.0,2021Q3
"Dallas-Fort Worth, TX-OK",2151,FEll laZ ItL-s.DaOn,,,,,,,,,,,2021Q3
All Other Markets Combined,2154,tnSoassD I&oinsemtHlan stine ipWc lun  ,,,,,,,,,,,2022Q1
"Salt Lake City-Provo-Orem, UT",2156,Ulfr popiueG,83.0,87.0,0.954,Events,2.8065,17.0,17.9211,5324.44,9.6333,87.0,2021Q3
All Other Markets Combined,2157,csEio EESGiLsgt,,,,,,,,,,,2021Q3
All Other Markets Combined,2161,ic olaSH&H,,,,,,,,,,,
All Other Markets Combined,2162,rnc oReih eyadura absgMsa,,,,,,,,,,,2021Q3
All Other Markets Combined,2163,asarRreuISegtsdbi dat andnln,,,,,,,,,,,2021Q3
All Other Markets Combined,2165, pldSanntigAen oCarvaf,,,,,,,,,,,
All Other Markets Combined,2171,sClaeg3rir Gin t,,,,,,,,,,,2021Q3
All Other Markets Combined,2173,"HdWrucneT.os,vdcIre dPr toooat oe ",,,,,,,,,,,2021Q3
All Other Markets Combined,2174,Coardtes poo erSlrnTy,,,,,,,,,,,
"Las Vegas-Henderson, NV",2175,iwiasFeniDlotat sce,,,,,,,,,,,2021Q3
All Other Markets Combined,2176,l  naDU&TCpe,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2177,ra  DnpE e sinvxndedEoyalMpot,491.0,515.0,0.9534,Warehouse,1.6207,15.83228840125392,3.2149,19863.58,0.5604,517.0,2021Q3
"Salt Lake City-Provo-Orem, UT",2178,rvui yroeHaMomosorM Gme eel,,,,,,,,,,,2021Q3
All Other Markets Combined,2181,aHinoapg,,,,,,,,,,,2021Q3
"Las Vegas-Henderson, NV",2183,a-aFOE gtlV.nsIe LsL Z,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2186,rc ndLnntaneatoistoeaeVsPiErsu mg t,5.0,8.0,0.625,Entertainment,4.0,18.5,2.3333,185.39,135.0,8.0,2021Q3
"Las Vegas-Henderson, NV",2186,raVcLstnEo g naetndueot aetiimsPsnr,5.0,8.0,0.625,Entertainment,4.0,18.5,2.3333,185.39,135.0,8.0,2021Q3
All Other Markets Combined,2187,aeaagtmtegn ygeHmrn,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2192,oauimgH RuJ  lnn&voDglJk ae,,,,,,,,,,,2021Q4
All Other Markets Combined,2195,SeraerWnhvlfetrtoS ors i,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2197,eaanrgVtat iekMD sy,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2198,alwuPHblog  oW,1.0,1.0,1.0,Food Services,1.0,18.0,3.0,26.9,,1.0,2021Q3
All Other Markets Combined,2205,maioTcr,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2206,r CTderaeen,,,,,,,,,,,2021Q3
All Other Markets Combined,2212,"mosC CAycdogtoiriL,L lsL ",,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2213,AcyLCha e e lrlTnAgSt L,,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2215,or S osei wdsrBissK lsn&eDse,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2216,BerCewtwrnw ooy,,,,,,,,,,,2021Q3
All Other Markets Combined,2217,"FnuhTc n,. IOe sne",,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2218,aEmrgtro,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2219,  ooeMoteerrlnfetiH tnPore evc&orrtn CaC,343.0,390.0,0.8795,Events,2.44,16.613333333333333,3.4518,15202.97,1.7847,366.0,2021Q3
All Other Markets Combined,2220, sBiuoCnlnneac gpDtied,,,,,,,,,,,2021Q3
All Other Markets Combined,2221,y t cCTLhLaanF,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2222,tgsPdLcotei tisi,1785.0,1884.0,0.9475,Warehouse,2.1341,15.61731843575419,4.8459,67891.64,0.2532,1910.0,2021Q4
"Las Vegas-Henderson, NV",2225,o cg nnaiWdsehanggeotssaLAd rvtaiiu,215.0,248.0,0.8669,Warehouse,4.4808,13.5,2.5424,3107.29,6.08,233.0,2021Q3
"Dallas-Fort Worth, TX-OK",2232,ateCS aCUf Akr,,,,,,,,,,,2021Q3
All Other Markets Combined,2233,eofeihinc tTO oncCenf,,,,,,,,,,,2021Q3
"Las Vegas-Henderson, NV",2238,"r  etekIauiQnciordtno ,GrpptPae",,,,,,,,,,,
All Other Markets Combined,2241,ueGoohR lirgpon caC,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2243,iWscsaahC LnpLGaPt g i,,,,,,,,,,,2021Q4
All Other Markets Combined,2248,oaCP keeehiChlsrote irrvyetap,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2249,SeL vrerccutnsiPo e,,,,,,,,,,,2021Q3
All Other Markets Combined,2251,3 0E3S 0acvtenep,,,,,,,,,,,2021Q3
All Other Markets Combined,2255,idxottsvegIoyAitcea ndn Mlu,147.0,201.0,0.7313,Hospitality,4.6667,17.166666666666668,32.9388,5241.83,7.0,182.0,2021Q3
All Other Markets Combined,2258,"ko LorCcrene iMnr,.lI. mrumePw lbai d",,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2259,l tbn4aRe,,,,,,,,,,,2021Q3
All Other Markets Combined,2260,LOnerRtusta WaP,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2263,nsAsOascit e,,,,,,,,,,,
All Other Markets Combined,2265,iooFadlntusoht  oHSirdese,,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2272,YafWC  oayeur,,,,,,,,,,,2021Q3
All Other Markets Combined,2273,einl1rocPhssC o Co ttte,23.0,24.0,0.9583,Construction,1.8462,18.307692307692307,52.4667,1072.48,21.1667,24.0,2021Q3
"Salt Lake City-Provo-Orem, UT",2277,aiage'moeuVesgsn FgaFd ui rgtTs ,11.0,11.0,1.0,Retail,3.3333,13.666666666666666,132.3333,279.61,3.5,10.0,2021Q3
"Salt Lake City-Provo-Orem, UT",2281,aeRlae KttsEW ,,,,,,,,,,,2021Q3
"Las Vegas-Henderson, NV",2287,tA esucihtyrSWrerec ,,,,,,,,,,,2021Q3
All Other Markets Combined,2295,o aArni cPeeolmSicver,,,,,,,,,,,2021Q3
All Other Markets Combined,2298,ue iva acrSsshn'iuigteu CnlSsE&net ,,,,,,,,,,,
All Other Markets Combined,2299,"CL-ni,Fr TLi",,,,,,,,,,,2021Q3
All Other Markets Combined,2306,eEnrMli aaxteAr,92.0,104.0,0.8846,Events,2.8125,15.5625,3.6471,3446.05,9.7419,90.0,2021Q4
"Dallas-Fort Worth, TX-OK",2307,eB  SroIBsenDntongese /iSyD rrigiiDn  ,,,,,,,,,,,2021Q3
All Other Markets Combined,2308, iLgiIeStr pnedronvsi,,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2309,".uorsec,rIne otIpWmha ",,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2318,a nuiRacot.sdr lCInn,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2322,CLllarLLCN orECA,,,,,,,,,,,2021Q3
"Las Vegas-Henderson, NV",2326,"Vgs Deraa. Le cs eIs-n,",,,,,,,,,,,2021Q3
All Other Markets Combined,2328,e ecoTehnrloigeZi.lI clns,,,,,,,,,,,
All Other Markets Combined,2329,nnWChahesFpmacs  eyoi,,,,,,,,,,,2021Q3
All Other Markets Combined,2330, lirsyla rpd lCBaanGo,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2337, UhnsaV lVteetyal,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2338,MeWraeNbDFrP   lemu,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2340,trasReiPmotseorni ,11.0,12.0,0.9167,Construction,2.2,17.0,0.5556,537.05,55.5,11.0,2021Q4
All Other Markets Combined,2344,maoiun sscluVch tBuuSo,,,,,,,,,,,2021Q3
All Other Markets Combined,2345,inh iMPcgaCT,,,,,,,,,,,2021Q3
All Other Markets Combined,2346,ti rswiulrpeecoaeSveMk,,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2355,nsSissitnrovsa evBve uiecnIe,,,,,,,,,,,2021Q3
All Other Markets Combined,2356,nkaeortyGeBldsa ,,,,,,,,,,,2021Q3
All Other Markets Combined,2357,dmaooangieMadngRo  ptvtnHS raos ,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2367,sigoDAeOOnFesHR AuTR C,,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2391,tsaeMti Etrels,,,,,,,,,,,2021Q3
"Las Vegas-Henderson, NV",2394,easetsVLevE ts un Qag -s,,,,,,,,,,,2021Q3
All Other Markets Combined,2395,NR CTIF,33.0,37.0,0.8919,Construction,1.7647,17.88235294117647,4.4091,1361.18,6.9375,30.0,2022Q1
All Other Markets Combined,2400,rat o piicCedrSmyAfeMa ,,,,,,,,,,,2021Q3
All Other Markets Combined,2406,nryPolnta tOoebCuiC uk ,,,,,,,,,,,2021Q3
All Other Markets Combined,2407,rGsodmFdMTuu a&lVerlyelh   g nHeee iefinre,,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2409,GnPialardgers ,,,,,,,,,,,2021Q4
"Las Vegas-Henderson, NV",2411,RrPeaa sRnltltb yee,,,,,,,,,,,2021Q3
All Other Markets Combined,2414,spoBerhxWok Rdo,,,,,,,,,,,2021Q3
All Other Markets Combined,2419,Uaco oniTn,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2420, DiensgdanL,,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2421,"  le- encaD.aDlIss,r",,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2422,eetTE  iTnporvs,,,,Events,,,2.0,,,,2021Q3
All Other Markets Combined,2428,i emoiigbAnatnlnC,,,,,,,,,,,2021Q3
All Other Markets Combined,2440,plSopary bC,34.0,37.0,0.9189,Food Services,1.5161,14.870967741935484,6.6512,1329.57,3.3478,47.0,2023Q2
All Other Markets Combined,2441,lcsikriuresJttoaeDb ,,,,,,,,,,,2021Q4
All Other Markets Combined,2447,oH tTrle Geoevh,54.0,58.0,0.931,Food Services,1.2857,17.918367346938776,4.45,2520.73,6.9535,63.0,2021Q3
"Salt Lake City-Provo-Orem, UT",2449,hn iNuv Cl LopySLCEpax,,,,,,,,,,,2021Q3
All Other Markets Combined,2450,irUCnontpGLeo Sls  eLu,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2451,t lute lLrlgnWaaCkaai eS,,,,,,,,,,,2021Q3
All Other Markets Combined,2453, adaiBFroitts,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2454,neriedlRcemS oSpyamt tiagl,4.0,4.0,1.0,Construction,2.0,18.0,1.5,201.6,1.0,4.0,2021Q3
All Other Markets Combined,2455,Ee ntiEnstvseasl,,,,,,,,,,,
All Other Markets Combined,2458,orMLeykc,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2463,eluyTepss mEstta nnnd Ov,21.0,24.0,0.875,Events,3.0,17.375,1.5,1058.54,17.1429,24.0,2021Q3
"Las Vegas-Henderson, NV",2464,nlC oeaigm-laclmeCC nin rea,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2465,r-TIePk,,,,,,,,,,,2021Q3
All Other Markets Combined,2470,".lrdCcn,w Pao IAgC eotool-irnl",,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2471,S sntepmRuepU eyspl,,,,,,,,,,,2022Q2
"Las Vegas-Henderson, NV",2472,Lo vNanLtecrix,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2474, adk tseOmRyCrARFiTPyEO slieaR’lM,140.0,172.0,0.814,Retail,2.7377,16.016393442622952,5.3974,6945.09,3.9636,167.0,2021Q3
All Other Markets Combined,2474,tR’aR MkyOCOd RimAsTal riPlEeyesF,140.0,172.0,0.814,Retail,2.7377,16.016393442622952,5.3974,6945.09,3.9636,167.0,2021Q3
All Other Markets Combined,2479,shoPet FiurneTns easci,,,,,,,,,,,
All Other Markets Combined,2482,LteCnrsie As alatear,1451.0,1637.0,0.8864,Food Services,2.2761,13.707055214723926,2.6404,46909.34,0.3465,1484.0,2021Q3
All Other Markets Combined,2486,gkdheEratSonmr ,,,,,,,,,,,2021Q3
All Other Markets Combined,2490, onRguyLe,,,,,,,,,,,
"Las Vegas-Henderson, NV",2493,  CL5t9LrompueC,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2496,xEteeeEencrv tneip rneC,162.0,168.0,0.9643,Entertainment,1.9111,17.0,6.2883,8633.13,3.0235,172.0,2021Q3
"Salt Lake City-Provo-Orem, UT",2502,oaLpSormt,,,,,,,,,,,2022Q1
All Other Markets Combined,2503,lsis  DHeooo ntgn&e tih-aeBCmw o,,,,,,,,,,,2021Q3
All Other Markets Combined,2505,scOsfP ueGe'f adyovicrrt,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2512, NTupGroEVS,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2516,eBaocieissl eivna  CsslnrtB uieoPnfegSrs,,,,,,,,,,,
All Other Markets Combined,2522,ocg LimtosiAtxsi,232.0,276.0,0.8406,Warehouse,3.9552,15.74626865671642,2.5294,9548.4,2.3846,265.0,2022Q2
"Dallas-Fort Worth, TX-OK",2523,lrcnuP dsoeeyPsro/tRs do t,,,,,,,,,,,2021Q3
All Other Markets Combined,2526,vsrigs Bic eeD,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2527,uPStdPcos-rlpr ioxueLm  ,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2528,tn  etreEveAnnawekC,5.0,5.0,1.0,Events,2.5,15.0,1.5,96.0,63.0,5.0,2021Q3
"Dallas-Fort Worth, TX-OK",2529,gCcP oo nknla uiabIcmiC,,,,,,,,,,,2021Q3
"Las Vegas-Henderson, NV",2532,epLg rsShhias eVoa,661.0,764.0,0.8652,Warehouse,3.5667,13.038095238095238,3.24,25132.43,1.1875,749.0,2021Q3
"Salt Lake City-Provo-Orem, UT",2536,h  titsyorefSrvUpC noa eUmusait,235.0,244.0,0.9631,Retail,2.5313,18.0,9.614,11172.14,1.6,243.0,2021Q3
All Other Markets Combined,2537,kueMLWo  ewiaaesLuehCrl,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2538,Mhl t &iinig aniL nrFeCsgCeLin,,,,,,,,,,,2021Q3
All Other Markets Combined,2539,tb dsOoluCuoClhn ykrnaa uG trf,14.0,14.0,1.0,Food Services,1.0,17.0,32.359,499.26,3.8462,23.0,2021Q3
All Other Markets Combined,2540,scsbi WrSniluetivroodriDt e,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2541,rin CChagRPacT ,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2543,igoorutn ges aetCBrD,,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2548,"plaE an""ttnoExG""cssieenS tobreimi SMGeevgMi r",84.0,98.0,0.8571,Events,3.1481,16.11111111111111,1.1818,2697.99,3.0769,85.0,2021Q3
All Other Markets Combined,2548,"GtanmE ""xEoSeiSrpteGgnnea""l MiroMiis sev ecbt",84.0,98.0,0.8571,Events,3.1481,16.11111111111111,1.1818,2697.99,3.0769,85.0,2021Q3
All Other Markets Combined,2550, (W-Ciarngd  d HaInoeMe)rl,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2552,ist Q'B veBDPil,,,,,,,,,,,2021Q4
All Other Markets Combined,2553,efsrI rvcoPihooceer dsao tt,228.0,313.0,0.7284,Events,9.7273,15.0,10.36,9943.6,6.6207,321.0,2021Q3
All Other Markets Combined,2554,yopp laCbrS,,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2558,aelallBaraofFs l Dol ,,,,,,,,,,,2021Q3
All Other Markets Combined,2560,sE otraAeibmnsv,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2566,va aonM PirPnndcinceo iikgsg,,,,,,,,,,,2021Q3
All Other Markets Combined,2567,gle pcatEsee oorrrisGDna rL,,,,,,,,,,,
All Other Markets Combined,2568,oMc Tuuhnis,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2577,ubFilhlflu,,,,,,,,,,,2022Q1
"Salt Lake City-Provo-Orem, UT",2581,ooBtmee elnnC hhitoPot,4.0,4.0,1.0,Events,1.3333,18.666666666666668,0.0,148.6,80.0,4.0,2021Q3
"Salt Lake City-Provo-Orem, UT",2583,teRactvePCionoen e orrr,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2584,iiLbetfmVeie,6.0,6.0,1.0,Manufacturing,1.0,14.8,9.5,181.84,34.75,5.0,2021Q3
"Dallas-Fort Worth, TX-OK",2587,eClugsrytneun CelG aobl,,,,Food Services,,,31.0,,,,2021Q4
All Other Markets Combined,2591,aisnieihrnS oncsWd,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2595,Tea  ltCaLi gtskiGelyaat ySu,,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2596,"osCLLC ,oht",,,,,,,,,,,
"Las Vegas-Henderson, NV",2600,oes trCaapRCo nmd,,,,Food Services,1.0,16.0,2.0,,,1.0,2021Q3
"Salt Lake City-Provo-Orem, UT",2600,npmstRCo Cd aroae,,,,Food Services,1.0,16.0,2.0,,,1.0,2021Q3
"Dallas-Fort Worth, TX-OK",2601,"SMaikeoI,i tla.sppcrenc ",,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2628,ealeonni-RkedDrtn,,,,,,,,,,,2021Q4
All Other Markets Combined,2629, itorvnnCelSictnaese,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2630,iPScoktiinranmuesllen  ogSagat,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2632,odrna& Laogcr spanL eectciaioMsSnpvenin et,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2634,ee ctlAoanlB,,,,,,,,,,,2021Q3
All Other Markets Combined,2636, nrgigeeaBievaetrC S,396.0,537.0,0.7374,Delivery,11.1875,17.0,7.1042,24845.63,1.6809,537.0,2021Q4
"Salt Lake City-Provo-Orem, UT",2638, dNsCBhif tBeiaonutt nuokulgn,,,,,,,,,,,2021Q4
All Other Markets Combined,2646,a-eisCCcAoeaah n d lIsst rnnreoon,48.0,59.0,0.8136,Entertainment,2.8571,16.80952380952381,2.0,1202.77,11.5263,60.0,2021Q4
All Other Markets Combined,2651,AvV MS eeErcvnetis,,,,,,,,,,,2021Q4
All Other Markets Combined,2654,ooor'csd nPyJp,270.0,300.0,0.9,Manufacturing,2.8713,12.455445544554456,34.7615,8724.56,2.0102,290.0,2021Q3
"Las Vegas-Henderson, NV",2655,atreL RtynVgesl s aPasa,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2655, gRslaPeeaVtasnLys r at,,,,,,,,,,,2021Q3
All Other Markets Combined,2656,p arscInCia,107.0,110.0,0.9727,Warehouse,3.4194,15.0,1.6471,4305.74,7.2,106.0,2021Q4
"Salt Lake City-Provo-Orem, UT",2659, cinrveogUniDS i  Ufse,2591.0,2714.0,0.9547,Events,1.5809,15.11095406360424,4.3276,115460.8,0.0862,2237.0,2021Q4
"Dallas-Fort Worth, TX-OK",2663,iAoi r SYCer tuetvgnecra,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2664,oeghd eerbncSeun  ytC aRr-iDso,42.0,44.0,0.9545,Hospitality,1.2222,16.02777777777778,5.6818,1468.7,2.4706,44.0,2021Q4
All Other Markets Combined,2665,ettRvnneE,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2666,srt-Hish reeilgCau ebn ndR cSool,,,,,,,,,,,2021Q4
All Other Markets Combined,2667,CutLnoec vsi Snnerryie,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2668, nfikiaonAiTuyltfMa icrcrtou R,,,,,,,,,,,2021Q4
All Other Markets Combined,2671,GtsMgeiI nvoEn,,,,,,,,,,,2021Q4
"Las Vegas-Henderson, NV",2672,ssraaL'V  sB aeegtesB,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2675,dmgeRnseernDt  yiCee,7.0,7.0,1.0,Warehouse,2.0,17.0,1.0,377.4,0.0,4.0,2021Q4
All Other Markets Combined,2678, 'svriSrricsade ieMTeBteo ,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2688,MTiA&od  Mop  swa,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2689,bbrlutoCe y rtnnrSuoaiC,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2691,iLLf NymaC,40.0,41.0,0.9756,Warehouse,2.6429,15.714285714285714,1.4667,1736.64,3.2308,37.0,2021Q4
"Dallas-Fort Worth, TX-OK",2694,FulpreIa enYroAca  p,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2700,LtnoRaos-Cyh-enPA  sScra ,,,,,,,,,,,2021Q4
All Other Markets Combined,2704,onR Paylresntta ,,,,,,,,,,,
All Other Markets Combined,2705,RIAAOHXUSS EEW,,,,,,,,,,,2021Q4
All Other Markets Combined,2707,epreeCCkCeftee nrnaecnohsae ,,,,,,,,,,,
All Other Markets Combined,2709,oeMmymCisnantag ocWnen panis,,,,,,,,,,,
All Other Markets Combined,2710,enBnrint ne4LCsAeEt  atvmSL tE,6.0,8.0,0.75,Entertainment,4.3333,22.549999872843426,9.0,146.44,,13.0,2021Q4
All Other Markets Combined,2714, ge -ri i BcsaciViIiPfacntn,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2717,DifLIe,,,,,,,,,,,2021Q4
All Other Markets Combined,2721,We Eenvi ntiluFsl,,,,,,,,,,,2022Q3
All Other Markets Combined,2722,RGNVVDANOMSHMESOI,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2723,sb.edtcmluwofoA,,,,,,,,,,,2021Q4
All Other Markets Combined,2730,v-i oeRmeoa ellkdlrneiR,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2731,etnm Glp  enutBvFne)alarilifr(illi,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2738, LnavbiaotisBo,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2739, is oLaaRndRosil,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2746,oViir,367.0,382.0,0.9607,Warehouse,1.2915,14.491525423728811,7.4473,11754.16,0.782,381.0,2021Q4
"Salt Lake City-Provo-Orem, UT",2747,",ycIehPnc a",,,,,,,,,,,2022Q1
"Salt Lake City-Provo-Orem, UT",2748,cor.tCam,,,,Warehouse,,,3.0,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2750,ts eka ttq onirireaeCByMrtuC,11.0,11.0,1.0,Hospitality,10.0,15.0,15.0,383.78,,10.0,2021Q4
"Las Vegas-Henderson, NV",2751,ongtmrivneitaart’IyE mevtSsees nln,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2757,erodieteBgua Brn,3.0,3.0,1.0,Events,1.0,17.5,3.6667,54.27,20.0,2.0,2021Q4
All Other Markets Combined,2758,",p Bme senroaLkCCLh aFy",,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2761,d a/ik gsCAitt-LnBoFne hNuhe,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2766,6ig MA0aCnel3n S,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2767,s lsLpeace iaElinvStdn,,,,,,,,,,,2021Q4
All Other Markets Combined,2767,vleSnciEe asltidL pnas,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2774,peehoTN.aC ruCxnlasto  ,,,,,,,,,,,2021Q4
All Other Markets Combined,2779,T HoGeoeowmrts moGm du ovIeypn,,,,,,,,,,,2021Q4
All Other Markets Combined,2784,aV nia hBricbgirs aie w-DeyierO,4.0,5.0,0.8,Delivery,1.6667,12.666666666666666,1.0,81.38,33.5,5.0,2021Q4
All Other Markets Combined,2785,zksB a ncreMDuC'oe,,,,,,,,,,,2021Q4
All Other Markets Combined,2789,dd IooFnwears tiTce,,,,,,,,,,,
All Other Markets Combined,2790,ddCal onncePI,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2794,r pleiV aDyvreeopc   lsyHyfalAlS,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2797,iteianeS togwr srTsC,,,,,,,,,,,2021Q4
All Other Markets Combined,2798, oRtLiSCcsigs,,,,,,,,,,,2021Q4
All Other Markets Combined,2799,oaeGre t WofallSad,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2805,Car kerhtro t iCyMeKntcieti,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2807,CbrnaeaanTgtiestUr  ,,,,,,,,,,,2021Q4
All Other Markets Combined,2809, tCuraS okcTebmsestu,,,,,,,,,,,2022Q2
"Salt Lake City-Provo-Orem, UT",2811,nMLar LsemrkAOea tC i,4.0,4.0,1.0,Retail,1.0,18.0,0.0,131.66,22.6667,4.0,2021Q4
"Dallas-Fort Worth, TX-OK",2816,ir etannng tvenrsCEar aatxdyidroE,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2817,erEc siTSevAJ,82.0,85.0,0.9647,Janitorial,1.5,15.04,5.6429,2830.78,5.234,75.0,2021Q4
"Dallas-Fort Worth, TX-OK",2819,rLg-Webnd atiDuesZooDitites noy,,,,,,,,,,,2021Q4
All Other Markets Combined,2822,re aoopPdGrn,202.0,203.0,0.9951,Warehouse,1.0102,12.5,21.7582,6945.62,1.2143,199.0,2021Q4
All Other Markets Combined,2823, uao MegL eGrtemnttCniuasirt,,,,,,,,,,,2021Q4
All Other Markets Combined,2831,isFrsictruCnsle ua,,,,,,,,,,,
All Other Markets Combined,2833,oauClhntrvogkoiiFW  ,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2835,"3Cnsci ,I-",,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2836,lG abolINT,,,,,,,,,,,2021Q4
All Other Markets Combined,2838,Scver nealncegseamCn iiiAr,,,,,,,,,,,2022Q1
"Las Vegas-Henderson, NV",2841,lioVy siccaaoVLRR sfe  aPaLg )f(P,21.0,30.0,0.7,Manufacturing,5.4,17.0,0.1667,938.59,19.0,27.0,2021Q4
