csa_name_mod2,company_id,company_name,shifts_worked,adjusted_head_count,fill_rate,industry_name,avg_head_count,avg_hourly_wage,avg_shift_lead,2023_rev,avg_days_between_shifts,total_head_count,year_quarter_comp_start
"Salt Lake City-Provo-Orem, UT",2449,NovEx Supply Chain LLC,,,,,,,,,,,2021Q3
All Other Markets Combined,2450,Green Up Solutions LLC,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2451,Culligan Water Salt Lake,,,,,,,,,,,2021Q3
All Other Markets Combined,2453,Frita Batidos,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2454,Smart Specialty Remodeling,4,4,1.0000,Construction,2.0000,18,1.5000,201.6,1.0000,4,2021Q3
All Other Markets Combined,2455,Event Essentials,,,,,,,,,,,
All Other Markets Combined,2458,MyLocker,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2463,Olympus Tents and Events,21,24,0.8750,Events,3.0000,17.375,1.5000,1058.54,17.1429,24,2021Q3
"Las Vegas-Henderson, NV",2464,Clean - Commercial Cleaning,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2465,Perk-IT,,,,,,,,,,,2021Q3
All Other Markets Combined,2470,"All-Color Powder Coating, Inc.",,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2471,Ryse Up Supplements,,,,,,,,,,,2022Q2
"Las Vegas-Henderson, NV",2472,Nevatronix LLc,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2474,Ridley’s Family Markets CORPORATE,140,172,0.8140,Retail,2.7377,16.016393442622952,5.3974,6945.09,3.9636,167,2021Q3
All Other Markets Combined,2474,Ridley’s Family Markets CORPORATE,140,172,0.8140,Retail,2.7377,16.016393442622952,5.3974,6945.09,3.9636,167,2021Q3
All Other Markets Combined,2479,Finesse Touch Painters,,,,,,,,,,,
All Other Markets Combined,2482,Little Caesars Arena,1451,1637,0.8864,Food Services,2.2761,13.707055214723926,2.6404,46909.34,0.3465,1484,2021Q3
All Other Markets Combined,2486,Errthang Smoked,,,,,,,,,,,2021Q3
All Other Markets Combined,2490,Ry Lounge,,,,,,,,,,,
"Las Vegas-Henderson, NV",2493,95 Computer LLC,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2496,Experience Event Center,162,168,0.9643,Entertainment,1.9111,17,6.2883,8633.13,3.0235,172,2021Q3
"Salt Lake City-Provo-Orem, UT",2502,LoopSmart,,,,,,,,,,,2022Q1
All Other Markets Combined,2503,Downeast Home & Clothing - Boise,,,,,,,,,,,2021Q3
All Other Markets Combined,2505,Garvey's Office Products,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2512,EVNTS Group,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2516,Busiest B Professional Cleaning Services,,,,,,,,,,,
All Other Markets Combined,2522,Atomix Logistics,232,276,0.8406,Warehouse,3.9552,15.746268656716419,2.5294,9548.4,2.3846,265,2022Q2
"Dallas-Fort Worth, TX-OK",2523,Reynolds / Presto Products,,,,,,,,,,,2021Q3
All Other Markets Combined,2526,Big D services,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2527,Simple Products - LuxPro,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2528,Awaken Event Center,5,5,1.0000,Events,2.5000,15,1.5000,96,63.0000,5,2021Q3
"Dallas-Fort Worth, TX-OK",2529,Columbia Packing Co Inc,,,,,,,,,,,2021Q3
"Las Vegas-Henderson, NV",2532,Shiphero Las Vegas,661,764,0.8652,Warehouse,3.5667,13.038095238095238,3.2400,25132.43,1.1875,749,2021Q3
"Salt Lake City-Provo-Orem, UT",2536,University of Utah Campus Store,235,244,0.9631,Retail,2.5313,18,9.6140,11172.14,1.6000,243,2021Q3
All Other Markets Combined,2537,Milwaukee Warehouse LLC,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2538,Finishing & Mailing Center LLC,,,,,,,,,,,2021Q3
All Other Markets Combined,2539,Oakhurst Golf and Country Club,14,14,1.0000,Food Services,1.0000,17,32.3590,499.26,3.8462,23,2021Q3
All Other Markets Combined,2540,World Distribution Services,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2541,TPC Craig Ranch,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2543,Doug Boster Catering,,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2548,"Gilbert Exposition Management Services ""GEMS""",84,98,0.8571,Events,3.1481,16.11111111111111,1.1818,2697.99,3.0769,85,2021Q3
All Other Markets Combined,2548,"Gilbert Exposition Management Services ""GEMS""",84,98,0.8571,Events,3.1481,16.11111111111111,1.1818,2697.99,3.0769,85,2021Q3
All Other Markets Combined,2550,Cold Heading - Warren (MI),,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2552,Devil's Pit BBQ,,,,,,,,,,,2021Q4
All Other Markets Combined,2553,Protector services of Idaho,228,313,0.7284,Events,9.7273,15,10.3600,9943.6,6.6207,321,2021Q3
All Other Markets Combined,2554,Sloppy Crab,,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2558,Bella Flora of Dallas,,,,,,,,,,,2021Q3
All Other Markets Combined,2560,Ambrosia Events,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2566,Precision Packing and Moving,,,,,,,,,,,2021Q3
All Other Markets Combined,2567,Garage Door Enterprises Llc,,,,,,,,,,,
All Other Markets Combined,2568,Minus Touch,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2577,Fulfillhub,,,,,,,,,,,2022Q1
"Salt Lake City-Provo-Orem, UT",2581,Clementine Photo Booth,4,4,1.0000,Events,1.3333,18.666666666666668,0.0000,148.6,80.0000,4,2021Q3
"Salt Lake City-Provo-Orem, UT",2583,Provo Recreation Center,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2584,LifetimeVibe,6,6,1.0000,Manufacturing,1.0000,14.8,9.5000,181.84,34.7500,5,2021Q3
"Dallas-Fort Worth, TX-OK",2587,Gleneagles Country Club,,,,Food Services,,,31.0000,,,,2021Q4
All Other Markets Combined,2591,Sheridan Wisconsin,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2595,Tailgate Guys Salt Lake City,,,,,,,,,,,2021Q3
"Dallas-Fort Worth, TX-OK",2596,"Cohost, LLC",,,,,,,,,,,
"Las Vegas-Henderson, NV",2600,Roasted Camp Corn,,,,Food Services,1.0000,16,2.0000,,,1,2021Q3
"Salt Lake City-Provo-Orem, UT",2600,Roasted Camp Corn,,,,Food Services,1.0000,16,2.0000,,,1,2021Q3
"Dallas-Fort Worth, TX-OK",2601,"Morpak Specialties, Inc.",,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2628,Readerlink-Denton,,,,,,,,,,,2021Q4
All Other Markets Combined,2629,Continental Services,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2630,Streamline Packaging Solutions,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2632,Lotopro Landscaping & Maintenance Services,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2634,Bella Acento,,,,,,,,,,,2021Q3
All Other Markets Combined,2636,Craig Stein Beverage,396,537,0.7374,Delivery,11.1875,17,7.1042,24845.63,1.6809,537,2021Q4
"Salt Lake City-Provo-Orem, UT",2638,Nothing Bundt Cakes Bountiful,,,,,,,,,,,2021Q4
All Other Markets Combined,2646,Idaho Central Arena - Concessions,48,59,0.8136,Entertainment,2.8571,16.80952380952381,2.0000,1202.77,11.5263,60,2021Q4
All Other Markets Combined,2651,MAV Event Services,,,,,,,,,,,2021Q4
All Other Markets Combined,2654,Jody's Popcorn,270,300,0.9000,Manufacturing,2.8713,12.455445544554456,34.7615,8724.56,2.0102,290,2021Q3
"Las Vegas-Henderson, NV",2655,Las Vegas Party Rentals,,,,,,,,,,,2021Q3
"Salt Lake City-Provo-Orem, UT",2655,Las Vegas Party Rentals,,,,,,,,,,,2021Q3
All Other Markets Combined,2656,Caspari Inc,107,110,0.9727,Warehouse,3.4194,15,1.6471,4305.74,7.2000,106,2021Q4
"Salt Lake City-Provo-Orem, UT",2659,U of U Dining Services,2591,2714,0.9547,Events,1.5809,15.11095406360424,4.3276,115460.8,0.0862,2237,2021Q4
"Dallas-Fort Worth, TX-OK",2663,At Your Service Catering,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2664,Stonebridge Ranch - Dye Course,42,44,0.9545,Hospitality,1.2222,16.02777777777778,5.6818,1468.7,2.4706,44,2021Q4
All Other Markets Combined,2665,EventRent,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2666,Stonebridge Ranch - Hills Course,,,,,,,,,,,2021Q4
All Other Markets Combined,2667,Country Linen Services,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2668,Rocky Mountain Artificial Turf,,,,,,,,,,,2021Q4
All Other Markets Combined,2671,IMGoing Events,,,,,,,,,,,2021Q4
"Las Vegas-Henderson, NV",2672,Bear's Best Las Vegas,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2675,Remedy Design Center,7,7,1.0000,Warehouse,2.0000,17,1.0000,377.4,0.0000,4,2021Q4
All Other Markets Combined,2678,Torrie's Best Maid Service,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2688,Two Maids & A Mop,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2689,Stonebriar Country Club,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2691,Namify LLC,40,41,0.9756,Warehouse,2.6429,15.714285714285714,1.4667,1736.64,3.2308,37,2021Q4
"Dallas-Fort Worth, TX-OK",2694,In Your Face Apparel,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2700,C-A-L Ranch Stores Payson,,,,,,,,,,,2021Q4
All Other Markets Combined,2704,Party on Rentals,,,,,,,,,,,
All Other Markets Combined,2705,AXIS WAREHOUSE,,,,,,,,,,,2021Q4
All Other Markets Combined,2707,Chesapeake Conference Center,,,,,,,,,,,
All Other Markets Combined,2709,Wisconsin Management Company,,,,,,,,,,,
All Other Markets Combined,2710,BSA Events 4 Entertainment LLC,6,8,0.7500,Entertainment,4.3333,22.549999872843426,9.0000,146.44,,13,2021Q4
All Other Markets Combined,2714,Pacific Best Inc - Virginia,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2717,IDLife,,,,,,,,,,,2021Q4
All Other Markets Combined,2721,Willie Fun Events,,,,,,,,,,,2022Q3
All Other Markets Combined,2722,MOVINGHANDSMOVERS,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2723,Absolutedfw.com,,,,,,,,,,,2021Q4
All Other Markets Combined,2730,Readerlink - Romeoville,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2731,Brilliant Fulfillment (Grapevine) ,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2738,Biovation Labs,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2739,Rosalinda L Rios,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2746,Viori,367,382,0.9607,Warehouse,1.2915,14.491525423728813,7.4473,11754.16,0.7820,381,2021Q4
"Salt Lake City-Provo-Orem, UT",2747,"Peachy, Inc",,,,,,,,,,,2022Q1
"Salt Lake City-Provo-Orem, UT",2748,Cart.com,,,,Warehouse,,,3.0000,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2750,Marriott City Creek Banquets,11,11,1.0000,Hospitality,10.0000,15,15.0000,383.78,,10,2021Q4
"Las Vegas-Henderson, NV",2751,Integrative Environmental System’s,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2757,Bougie Bartender,3,3,1.0000,Events,1.0000,17.5,3.6667,54.27,20.0000,2,2021Q4
All Other Markets Combined,2758,"Bake Fresh Company, LLC",,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2761,Nothing Bundt Cakes- Lehi/AF,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2766,MAS Cleaning 630,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2767,Lilands Special Events,,,,,,,,,,,2021Q4
All Other Markets Combined,2767,Lilands Special Events,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2774,North Texas Cleanup Co.,,,,,,,,,,,2021Q4
All Other Markets Combined,2779,Two Good Guys Home Improvement,,,,,,,,,,,2021Q4
All Other Markets Combined,2784,Oberweis Dairy - Virginia Beach,4,5,0.8000,Delivery,1.6667,12.666666666666666,1.0000,81.38,33.5000,5,2021Q4
All Other Markets Combined,2785,DeBuck's Corn Maze,,,,,,,,,,,2021Q4
All Other Markets Combined,2789,Tidewater Foods Inc,,,,,,,,,,,
All Other Markets Combined,2790,PadenCold Inc,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2794,All Dry Services of Happy Valley,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2797,Two Sisters Catering,,,,,,,,,,,2021Q4
All Other Markets Combined,2798,RCS Logistics,,,,,,,,,,,2021Q4
All Other Markets Combined,2799,Great Wall Seafood,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2805,Marriott City Creek Kitchen,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2807,Urban Taste Catering,,,,,,,,,,,2021Q4
All Other Markets Combined,2809,Starbuck Custom Tees,,,,,,,,,,,2022Q2
"Salt Lake City-Provo-Orem, UT",2811,Asian Market Orem LLC,4,4,1.0000,Retail,1.0000,18,0.0000,131.66,22.6667,4,2021Q4
"Dallas-Fort Worth, TX-OK",2816,Extraordinary Catering and Events,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2817,AJET Services,82,85,0.9647,Janitorial,1.5000,15.04,5.6429,2830.78,5.2340,75,2021Q4
"Dallas-Fort Worth, TX-OK",2819,LegendZ Way Distribution-Desoto,,,,,,,,,,,2021Q4
All Other Markets Combined,2822,Gordon Paper,202,203,0.9951,Warehouse,1.0102,12.5,21.7582,6945.62,1.2143,199,2021Q4
All Other Markets Combined,2823,Last Minute Gourmet Catering,,,,,,,,,,,2021Q4
All Other Markets Combined,2831,Furniture Classics,,,,,,,,,,,
All Other Markets Combined,2833,Cooking With Flavour,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2835,"C-3is, Inc",,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2836,NTI Global,,,,,,,,,,,2021Q4
All Other Markets Combined,2838,American Cleaning Services,,,,,,,,,,,2022Q1
"Las Vegas-Henderson, NV",2841,Royal Pacific of Las Vegas (RPLV),21,30,0.7000,Manufacturing,5.4000,17,0.1667,938.59,19.0000,27,2021Q4
"Las Vegas-Henderson, NV",2850,Beme's Cuisine,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2851,Hackberry Creek Country Club,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2852,Premier Canteen,84,85,0.9882,Warehouse,1.0241,16.80722891566265,2.3393,3516.18,3.3210,85,2021Q4
"Las Vegas-Henderson, NV",2856,The Stirling Club,,,,,,,,,,,2021Q4
All Other Markets Combined,2857,Metro Cleaning Consultants,,,,,,,,,,,2021Q4
All Other Markets Combined,2864,Sonoran Retractables,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2867,Provo Tree Experts,,,,,,,,,,,2022Q2
"Salt Lake City-Provo-Orem, UT",2869,Harvest Lane Honey,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2873,Unique Deliveries,23,24,0.9583,Warehouse,1.7692,17.692307692307693,1.1538,1060.11,23.5000,23,2021Q4
"Dallas-Fort Worth, TX-OK",2877,J & G Trybus,,,,,,,,,,,2021Q4
"Las Vegas-Henderson, NV",2878,ChefKas Catering & Private Chef Services,,,,,,,,,,,2021Q4
"Las Vegas-Henderson, NV",2880,Liquid Courage,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2885,The Leonardo,,,,,,,,,,,2021Q4
All Other Markets Combined,2886,Shdacees Art,,,,,,,,,,,2021Q4
All Other Markets Combined,2887,Lesner Inn,1,1,1.0000,Hospitality,1.0000,14,2.5000,1.23,,1,2022Q1
All Other Markets Combined,2889,Arizona Sands Club,,,,,,,,,,,2021Q4
All Other Markets Combined,2896,Outside The Box Catering & Events,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",2897,University of Utah Athletic Dining,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2898,Wilson Plywood & Door,,,,,,,,,,,
All Other Markets Combined,2900,Yummy Goodness Catering Co.,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2901,L&S Mechanical,,,,,,,,,,,2021Q4
All Other Markets Combined,2904,Boise Cleaning Fairy,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2910,BEYOND,,,,,,,,,,,2021Q4
All Other Markets Combined,2910,BEYOND,,,,,,,,,,,2021Q4
All Other Markets Combined,2917,High Tide Heating and Cooling,,,,,,,,,,,2022Q1
All Other Markets Combined,2924,TRQ Concrete & Asphalt,,,,,,,,,,,2022Q1
All Other Markets Combined,2927,Alsco Miami,,,,,,,,,,,2022Q1
All Other Markets Combined,2928,2B Naturally Smart,,,,,,,,,,,2022Q1
"Salt Lake City-Provo-Orem, UT",2936,Chalk Couture,,,,,,,,,,,2021Q4
All Other Markets Combined,2940,Tucson Marriott/Atrium Hospitality,199,228,0.8728,Hospitality,2.1089,14.841584158415841,2.5469,6737.91,2.4639,213,2021Q4
"Salt Lake City-Provo-Orem, UT",2941,Aahrelax Wellness,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2942,Angel's Creation Catering,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2945,Vestals Catering,,,,,,,,,,,2021Q4
All Other Markets Combined,2947,Pregis,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2948,Diin Construction LLC,4,4,1.0000,Construction,1.3333,14,0.4000,96.19,109.0000,4,2021Q4
All Other Markets Combined,2953,H&M Landscaping,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2957,Evo Logistics,2,2,1.0000,Warehouse,1.3333,16.666666666666668,10.3333,48.87,1.0000,4,2023Q1
"Dallas-Fort Worth, TX-OK",2962,MK Cleaning Services,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",2963,Feast Events & Catering,1,1,1.0000,Food Services,1.0000,17,0.5000,42.67,,1,2021Q4
All Other Markets Combined,2970,Producers Peanut Company,,,,,,,,,,,2022Q1
All Other Markets Combined,2979,Frontier Services Group,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2982,"Illumination Fireworks Partners, LP",2,6,0.3333,Events,6.0000,17,14.0000,92.65,,6,2021Q4
"Dallas-Fort Worth, TX-OK",2984,Party! Dallas,,,,,,,,,,,2021Q4
All Other Markets Combined,2989,U-PLAY,,,,,,,,,,,2021Q4
All Other Markets Combined,2994,"Deer Creek Seed, Inc.",,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",3002,Sure-Loc Hardware,184,188,0.9787,Warehouse,2.6829,14.865853658536585,3.4457,8143.94,3.8767,220,2021Q4
"Dallas-Fort Worth, TX-OK",3006,Pacific Best Inc - DFW,2,2,1.0000,Warehouse,1.0000,15,1.0000,74.29,0.0000,2,2021Q4
"Dallas-Fort Worth, TX-OK",3007,e3 events,,,,,,,,,,,2022Q3
"Dallas-Fort Worth, TX-OK",3008,Johnstone Supply (Dallas),,,,,,,,,,,2021Q4
All Other Markets Combined,3012,Mr Christmas Lights,,,,,,,,,,,2022Q1
"Salt Lake City-Provo-Orem, UT",3015,Lionheart Enterprises,131,135,0.9704,Manufacturing,4.6071,14,2.4571,4881.76,1.7037,129,2023Q1
"Dallas-Fort Worth, TX-OK",3019,Blissful Celebrations,,,,,,,,,,,2021Q4
All Other Markets Combined,3022,Honey Baked Ham (Beverly Hills),,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",3031,ScreenPro,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",3032,Ascend Distribution,,,,,,,,,,,2021Q4
"Las Vegas-Henderson, NV",3033,Aces High Party Rental,,,,,,,,,,,2021Q4
All Other Markets Combined,3035,Altius Office Cleaning and Janitorial LLC,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",3039,Red Photo Booths,,,,,,,,,,,2021Q4
All Other Markets Combined,3040,Fabulous Fabrics,41,61,0.6721,Events,4.9091,18.727272727272727,0.5455,865.63,2.0000,54,2021Q4
All Other Markets Combined,3041,Detroit Balloon Bar,,,,,,,,,,,2021Q4
All Other Markets Combined,3053,Sheraton Tucson,97,102,0.9510,Hospitality,1.3378,13.993243243243244,2.0349,3191.87,3.9851,99,2021Q4
All Other Markets Combined,3057,Poppy Management,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",3064,ShipHero DFW,73,83,0.8795,Warehouse,2.4857,15,11.3333,2670.53,7.5172,87,2022Q1
All Other Markets Combined,3067,Four Sisters Catering,,,,,,,,,,,2021Q4
All Other Markets Combined,3070,Tall Guy and a Grill Catering,,,,,,,,,,,2022Q2
"Las Vegas-Henderson, NV",3072,Clean Tastic LLC,,,,,,,,,,,2021Q4
All Other Markets Combined,3074,CleanIt LLC,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",3074,CleanIt LLC,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",3079,Signicast,,,,,,,,,,,
All Other Markets Combined,3080,Soliz construction,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",3086,Tower Club Dallas,,,,,,,,,,,2021Q4
"Las Vegas-Henderson, NV",3087,NevadaPac,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",3091,Low Country Quisine,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",3100,Las Colinas Country Club,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",3101,Brookhaven Country Club,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",3104,SunCoast Communications,,,,,,,,,,,2021Q4
All Other Markets Combined,3107,Brennan & Co.,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",3117,STAMPEDE BEVERAGE COMPANY,,,,,,,,,,,2021Q4
"Las Vegas-Henderson, NV",3124,Native Campervans Las Vegas,69,74,0.9324,Hospitality,1.1364,19.90909090909091,1.3478,2950.01,3.6563,75,2021Q4
"Salt Lake City-Provo-Orem, UT",3125,Native Campervans Salt Lake City,25,25,1.0000,Hospitality,1.0000,20,1.7500,778,8.8750,25,2022Q1
All Other Markets Combined,3126,Uplift Cleaning Services LLC,,,,,,,,,,,2021Q4
All Other Markets Combined,3127,All Star Rentals LLC,,,,Events,2.0000,15,1.5000,,,2,2022Q2
"Dallas-Fort Worth, TX-OK",3128,Cosmetic Packaging Now LLC,24,29,0.8276,Warehouse,3.5000,20,1.8889,471.1,41.0000,28,2021Q4
All Other Markets Combined,3129,Par Terre Winery,,,,,,,,,,,
All Other Markets Combined,3139,La Chic Boutique ,,,,,,,,,,,
All Other Markets Combined,3140,Darnel Fabrics,,,,,,,,,,,2022Q1
All Other Markets Combined,3144,Bio-One of Tucson,,,,,,,,,,,2021Q4
"Salt Lake City-Provo-Orem, UT",3150,Lauren Brooke Co,,,,,,,,,,,2021Q4
All Other Markets Combined,3151,Wesley's Shoes,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",3157,Paul Davis Restoration of North Dallas,105,122,0.8607,Construction,2.6667,17.833333333333332,0.9111,4764.44,0.9024,112,2023Q1
"Dallas-Fort Worth, TX-OK",3158,Brown Graphics,,,,,,,,,,,2022Q1
"Salt Lake City-Provo-Orem, UT",3163,Boxio,289,301,0.9601,Warehouse,1.9172,14.745222929936306,3.8704,13430.62,1.8141,301,2021Q4
All Other Markets Combined,3179,BigSky Collision Centers ,,,,,,,,,,,
All Other Markets Combined,3181,Madison Top Company,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",3184,Savory Catering,,,,,,,,,,,2022Q3
"Las Vegas-Henderson, NV",3185,Hot Dog On A Stick,,,,,,,,,,,2021Q4
"Dallas-Fort Worth, TX-OK",3193,Simply Phillip Brown Event Services,3,3,1.0000,Events,1.0000,22,0.7500,66.57,35.0000,2,2022Q1
All Other Markets Combined,3193,Simply Phillip Brown Event Services,3,3,1.0000,Events,1.0000,22,0.7500,66.57,35.0000,2,2022Q1
All Other Markets Combined,3203,CLUB 8489,,,,,,,,,,,2022Q1
All Other Markets Combined,3213,Sapphire catering ,,,,Hospitality,,,1.0000,,,,2022Q1
All Other Markets Combined,3222,JTB Custom,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",3224,On The Levee Event Venue,,,,,,,,,,,2022Q1
All Other Markets Combined,3226,Dominican Salon,,,,,,,,,,,2021Q4
All Other Markets Combined,3227,Tucson Convention Center,68,99,0.6869,Food Services,11.8889,17,6.2222,2239.8,5.5714,107,2022Q1
All Other Markets Combined,3228,Custom BackOffice Solutions,,,,,,,,,,,2022Q2
All Other Markets Combined,3236,Impact Logistics,,,,,,,,,,,2022Q1
"Salt Lake City-Provo-Orem, UT",3245,"Small Home, Big Love LLC",,,,,,,,,,,2022Q1
All Other Markets Combined,3252,Craters & Freighters Chesapeake,,,,,,,,,,,
All Other Markets Combined,3262,Top Notch Balloon Creations,1,1,1.0000,Events,1.0000,15,1.0000,33.5,,1,2022Q1
"Dallas-Fort Worth, TX-OK",3263,Bandera Networks,,,,,,,,,,,2022Q1
All Other Markets Combined,3263,Bandera Networks,,,,,,,,,,,2022Q1
"Las Vegas-Henderson, NV",3263,Bandera Networks,,,,,,,,,,,2022Q1
All Other Markets Combined,3266,Allianz Field,,,,,,,,,,,2022Q1
"Las Vegas-Henderson, NV",3272,Juice Bar at LVAC,,,,,,,,,,,2022Q1
"Dallas-Fort Worth, TX-OK",3273,The Clubs of Prestonwood,116,120,0.9667,Hospitality,1.2474,17.195876288659793,1.6087,4244.59,3.1000,121,2022Q1
All Other Markets Combined,3278,The Printers Consultant Inc,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",3281,Ally Waste,60,93,0.6452,Janitorial,1.7273,25.072727272727274,2.0602,1161.48,6.0200,95,2022Q1
All Other Markets Combined,3281,Ally Waste,60,93,0.6452,Janitorial,1.7273,25.072727272727274,2.0602,1161.48,6.0200,95,2022Q1
"Dallas-Fort Worth, TX-OK",3281,Ally Waste,60,93,0.6452,Janitorial,1.7273,25.072727272727274,2.0602,1161.48,6.0200,95,2022Q1
"Salt Lake City-Provo-Orem, UT",3284,Summit Mountain Cleaning,,,,,,,,,,,2022Q1
"Las Vegas-Henderson, NV",3285,MGP Specialty Food,,,,,,,,,,,2022Q1
"Dallas-Fort Worth, TX-OK",3286,Renewance Inc.,89,101,0.8812,Technology,1.4923,19,5.2989,4333.33,2.1094,97,2023Q2
"Salt Lake City-Provo-Orem, UT",3299,Blue Agave Cleaning,,,,,,,,,,,2022Q1
All Other Markets Combined,3302,"DACS, Inc.",116,131,0.8855,Manufacturing,1.8986,13,4.8194,4147.84,1.7015,131,2022Q1
"Salt Lake City-Provo-Orem, UT",3310,DoorDash - Orem,2,2,1.0000,Retail,1.0000,18,0.5000,75.97,216.0000,2,2022Q1
All Other Markets Combined,3317,Sand River Landscaping,,,,,,,,,,,2022Q1
All Other Markets Combined,3319,Michelle's Cleaning,,,,,,,,,,,
