csa_name_mod2,company_id,company_name,shifts_worked,adjusted_head_count,fill_rate,industry_name,avg_head_count,avg_hourly_wage,avg_shift_lead,2023_rev,avg_days_between_shifts,total_head_count,year_quarter_comp_start
"Salt Lake City-Provo-Orem, UT",4254,"Purely Linens, Tables & Chairs",5,5,1.0000,Events,1.2500,15,1.2000,78.7,33.3333,5,2022Q2
"Dallas-Fort Worth, TX-OK",4263,"Wells/McCoy Steel Services, Inc.",,,,,,,,,,,2022Q2
"Dallas-Fort Worth, TX-OK",4270,Rockwall Fireworks ,,,,,,,,,,,
All Other Markets Combined,4273,2Gather Elegant Event Venue,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",4274,Zealous Mercantile Co.,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4276,Oops Technologies,,,,,,,,,,,2022Q2
All Other Markets Combined,4278,The Wedding Plan,,,,,,,,34.9,,,2022Q4
All Other Markets Combined,4280,"Electric Surges, LLC",,,,,,,,,,,2022Q3
All Other Markets Combined,4285,RJ Schinner Houston,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4287,Real Salt Lake Training Academy,,,,,,,,,,,2022Q2
"Las Vegas-Henderson, NV",4290,Irresistible Events and Catering,,,,,,,,,,,2022Q2
All Other Markets Combined,4295,Delaware North - Madison Sportservice,,,,,,,,,,,2022Q2
All Other Markets Combined,4305,TFC  Recycling,,,,,,,,,,,
All Other Markets Combined,4306,Red House Staging,,,,,,,,,,,
All Other Markets Combined,4307,TITAN Global Enterprises,,,,,,,,,,,2022Q2
All Other Markets Combined,4308,Administrative Management Services Corp,,,,,,,,,,,2022Q2
"Salt Lake City-Provo-Orem, UT",4309,Vesta Homes,92,100,0.9200,Construction,2.9032,17,3.9091,4331.71,4.2000,90,2022Q2
All Other Markets Combined,4311,DC RESTORATION,37,43,0.8605,Construction,2.6250,14.0625,28.9412,1283.47,18.5000,42,2022Q3
"Salt Lake City-Provo-Orem, UT",4313,"AJS Carpet Cleaning, Inc.",6,6,1.0000,Janitorial,1.0000,17,15.0000,259.28,41.8000,6,2022Q3
All Other Markets Combined,4315,Alleviate Cleaning Service ,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4325,"MiiM, Inc.",,,,,,,,,,,
"Las Vegas-Henderson, NV",4327,Henriksen Butler,,,,,,,,,,,
All Other Markets Combined,4331,Portent,,,,,,,,,,,
All Other Markets Combined,4332,White Eagle Golf Club,,,,,,,,,,,2022Q3
All Other Markets Combined,4336,ATL Tent Table and Chair Rentals,,,,,,,,,,,
All Other Markets Combined,4337,Frank's Manufacturing Co,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4348,Concord Homes - Eagle Mountain,2,2,1.0000,Construction,1.0000,18,4.5000,110.25,5.0000,2,2022Q3
All Other Markets Combined,4350,Generations Team,,,,,,,,,,,
"Las Vegas-Henderson, NV",4353,Black Mountain Fulfillment,3,5,0.6000,Warehouse,5.0000,14,4.0000,107.61,,5,2022Q3
"Salt Lake City-Provo-Orem, UT",4355,SSS Offroad,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4357,UDK,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4363,"dree, inc",,,,,,,,,,,
All Other Markets Combined,4366,1-800 WATER DAMAGE of South Side Chicago,16,19,0.8421,Janitorial,1.4286,17,5.1250,687.07,19.5455,20,2023Q1
"Salt Lake City-Provo-Orem, UT",4371,Pacificolor,22,22,1.0000,Manufacturing,1.0000,17,1.1154,990.02,10.0476,22,2022Q3
"Salt Lake City-Provo-Orem, UT",4375,Panther Security,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4376,Corner Bakery Draper,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4377,Corner Bakery Orem,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4378,Corner Bakery Ogden,,,,,,,,,,,
All Other Markets Combined,4383,Scandinavian Designs Corporate,121,126,0.9603,Sales,1.6981,18.18867924528302,13.2500,6468.65,1.3846,90,2022Q3
All Other Markets Combined,4384,Phoenix Glass Cleaning,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",4385,Tex-Sun Shade Specialties Inc.,20,25,0.8000,Warehouse,1.3158,17,2.5000,937.36,4.1667,25,2022Q3
All Other Markets Combined,4386,Wedding Elegance by Design,,,,,,,,,,,2022Q3
All Other Markets Combined,4387,Designers Warehouse Services,,,,,,,,,,,2022Q3
All Other Markets Combined,4390,Trave'z Remodeling Crew,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4391,WEBB Productions,1023,1066,0.9597,Entertainment,2.7727,18.557449494949495,11.7080,56198.14,0.7021,1098,2022Q3
All Other Markets Combined,4392,Vinayaka Hospitality,,,,,,,,,,,2022Q3
"Las Vegas-Henderson, NV",4402,Foodie Fit,2899,3129,0.9265,Food Services,1.2811,15.034203242388296,5.9139,109487.66,0.0046,3240,2022Q3
All Other Markets Combined,4403,MSP Design Group,,,,,,,,,,,2022Q4
"Las Vegas-Henderson, NV",4404,Catering with Rochelle,5,6,0.8333,Food Services,1.3333,16,4.1429,192.88,0.0000,8,2022Q3
"Las Vegas-Henderson, NV",4408,Brady Linen - Mayflower Plant,,,,,,,,,,,
All Other Markets Combined,4413,International General Packaging,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4417,Umbrella Moving Co.,,,,,,,,,,,
All Other Markets Combined,4418,Town Point Club,633,663,0.9548,Hospitality,1.4943,15.653061224489797,1.7945,17005.82,0.4136,659,2022Q3
All Other Markets Combined,4425,Empire Care,,,,,,,,,,,
All Other Markets Combined,4431,Go Fix Mobile,,,,,,,,,,,2022Q3
All Other Markets Combined,4432,Rentalry by Luxe Event Rental,,,,,,,,,,,
All Other Markets Combined,4433,1-800 Water Damage VB,27,30,0.9000,Construction,4.5000,15.833333333333334,14.0000,845.63,11.6000,27,2022Q3
All Other Markets Combined,4436,Mitchell Metal Products,,,,,,,,,,,2022Q3
All Other Markets Combined,4439,Dog House Diner,,,,,,,,,,,2022Q3
"Dallas-Fort Worth, TX-OK",4444,Argent Associates,,,,,,,,,,,2022Q3
"Dallas-Fort Worth, TX-OK",4455,Chef at Your Service,,,,,,,,,,,2022Q4
All Other Markets Combined,4457,FECH Company,,,,,,,,,,,
All Other Markets Combined,4459,J. N. King Lawn Care,,,,Construction,1.0000,20,9.0000,,,1,2022Q3
"Dallas-Fort Worth, TX-OK",4465,Silicone Specialties Inc,,,,,,,,,,,2022Q3
All Other Markets Combined,4466,PCG Wireless,,,,,,,,,,,
All Other Markets Combined,4468,Balloons Over Atlanta,,,,,,,,,,,
All Other Markets Combined,4471,Mintahoe Catering & Events,,,,,,,,,,,2022Q3
All Other Markets Combined,4477,Bridging Roseville,277,299,0.9264,Warehouse,2.5966,20,10.4370,14979.9,2.0965,309,2022Q3
"Salt Lake City-Provo-Orem, UT",4478,Professional Yard Services,,,,,,,,,,,2022Q3
"Dallas-Fort Worth, TX-OK",4479,Hackbarth Delivery Service,186,201,0.9254,Warehouse,1.4126,17.307692307692307,4.3140,6503.38,1.5896,202,2022Q3
"Dallas-Fort Worth, TX-OK",4481,1-800 Water Damage - Dallas,40,42,0.9524,Construction,2.5625,17,50.2500,1953.29,1.3333,41,2022Q3
All Other Markets Combined,4482,Fairfield Nashville MetroCenter,,,,Hospitality,,,2.0000,,,,2022Q3
All Other Markets Combined,4484,Main Stream Events and PR Firm,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4485,Thomas Cuisine - Utah (ARUP),149,149,1.0000,Food Services,1.0068,16.215753424657535,2.6541,6095.77,0.9510,147,2022Q3
All Other Markets Combined,4490,Hammerbrush Restoration,,,,,,,,,,,2022Q3
"Las Vegas-Henderson, NV",4495,Braud's Funnel Cake Cafe',,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4498,Ridley's Family Markets - Midway,4,4,1.0000,Retail,1.0000,16,307.2500,217.6,3.0000,4,2022Q3
All Other Markets Combined,4498,Ridley's Family Markets - Midway,4,4,1.0000,Retail,1.0000,16,307.2500,217.6,3.0000,4,2022Q3
All Other Markets Combined,4503,Fullers car wash and Fast Lube ,,,,,,,,,,,
All Other Markets Combined,4509,Classic Staging LLC,,,,,,,,,,,
All Other Markets Combined,4510,Premier Appliance,,,,,,,,,,,2022Q3
All Other Markets Combined,4519,EP Event Rentals/Elegant Presentations,,,,,,,,,,,2022Q3
All Other Markets Combined,4520,Shamrock Foods Corporate,11,20,0.5500,Food Services,20.0000,27.25,97.0000,895.2,,20,2022Q3
"Salt Lake City-Provo-Orem, UT",4522,Jenkins Restorations - San Antonio,149,161,0.9255,Construction,1.9383,17,12.7126,6412.88,2.2436,157,2023Q2
All Other Markets Combined,4523,Southern Landscape Designs,,,,,,,,,,,2022Q3
All Other Markets Combined,4525,Second Harvest Food Bank of Middle Tennessee,,,,,,,,,,,
All Other Markets Combined,4527,Madison Window Cleaning,,,,,,,,,,,2022Q3
All Other Markets Combined,4530,Lykes Cartage,,,,,,,,,,,2022Q3
All Other Markets Combined,4532,Churchill’s cigar bistro,,,,,,,,,,,
All Other Markets Combined,4537,Re-Creation Home Staging & Redesign LLC,4,4,1.0000,Real Estate,1.0000,19,156.5000,103.42,23.0000,4,2022Q3
"Salt Lake City-Provo-Orem, UT",4538,GreenHollow Catering,,,,,,,,,,,2022Q3
"Las Vegas-Henderson, NV",4543,Southern Nevada Goodwill - Central Warehouse,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",4548,Hawkboyz Moving LLC,,,,,,,,,,,2022Q3
All Other Markets Combined,4549,Medina golf and country club,30,37,0.8108,Food Services,1.2703,17.135135135135137,42.3263,1162.28,11.3077,47,2022Q3
All Other Markets Combined,4555,Heco Sling Corp,,,,,,,,,,,2022Q3
All Other Markets Combined,4556,MODERN EVENT RENTAL,,,,,,,,,,,2022Q3
All Other Markets Combined,4557,Aramark Tucson,,,,,,,,,,,2022Q3
"Dallas-Fort Worth, TX-OK",4562,Pegasus Industries,438,454,0.9648,Warehouse,1.2963,19.17948717948718,4.7446,25601.13,0.5845,455,2022Q3
"Dallas-Fort Worth, TX-OK",4564,Game Nerdz,62,115,0.5391,Warehouse,3.0000,16.58974358974359,3.2667,2468.05,8.9118,117,2022Q3
"Las Vegas-Henderson, NV",4565,SainStore,26,26,1.0000,Warehouse,1.0250,15.175,14.9333,1055.35,13.5652,41,2022Q3
All Other Markets Combined,4569,Bridging Bloomington,115,116,0.9914,Warehouse,1.0413,20,24.7381,5077.41,2.6944,126,2022Q3
All Other Markets Combined,4570,NoteWorthy Warehousing & Logistics,6,9,0.6667,Warehouse,3.0000,16,1.3333,143.32,50.5000,9,2022Q3
All Other Markets Combined,4572,Naturissimo,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4574,All City Event Rentals,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4576,Gabb Wireless,,,,Technology,,,8.5714,,,,2022Q3
All Other Markets Combined,4579,Tablescapes Event Rentals,,,,,,,,,,,2022Q3
All Other Markets Combined,4581,Farmer Frank's,,,,,,,,,,,2022Q3
"Dallas-Fort Worth, TX-OK",4583,Little Bipsy,,,,,,,,,,,2022Q3
All Other Markets Combined,4590,1-800 WATER DAMAGE (Detroit),,,,,,,,,,,2022Q3
All Other Markets Combined,4592,J.CROWS Inc,,,,,,,,,,,
"Las Vegas-Henderson, NV",4593,FreshWata LLC,476,526,0.9049,Events,2.4631,17.039408866995075,5.6144,23334.41,1.4171,500,2022Q3
All Other Markets Combined,4607,CPS Logistics,,,,,,,,,,,
All Other Markets Combined,4611,Cryomaxusa,5,5,1.0000,Warehouse,1.0000,15,93.1111,135.72,1.5000,5,2022Q3
"Salt Lake City-Provo-Orem, UT",4620,MityLite,372,416,0.8942,Manufacturing,3.0325,16.5,5.0625,11656.1,2.4958,373,2022Q3
All Other Markets Combined,4621,Portal Warehousing Tempe,2,4,0.5000,Warehouse,4.0000,20,190.0000,29.61,,4,2022Q3
All Other Markets Combined,4624,Impressive Home Staging,35,37,0.9459,Warehouse,1.1250,18,3.9070,1657.57,4.2000,36,2022Q3
All Other Markets Combined,4626,"Four Sticks, LLC",,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",4628,"DOT IT RESTAURANT FULFILLMENT, LLC",,,,,,,,,,,2022Q3
All Other Markets Combined,4631,Honey Baked Ham (Buford),,,,,,,,,,,2022Q4
All Other Markets Combined,4636,Honey Baked Ham (Alpharetta),,,,Food Services,,,29.0000,,,,2022Q4
All Other Markets Combined,4642,Point Burger Bar- Pewaukee,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4643,Healthdrop Manufacturing,1,1,1.0000,Manufacturing,1.0000,15,1.0000,30,,1,2022Q3
All Other Markets Combined,4645,Junk Idaho,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4649,"RRR Metals, Inc",,,,,,,,,,,2022Q3
All Other Markets Combined,4651,Hilton Nashville Green Hills,,,,,,,,,,,2022Q3
All Other Markets Combined,4652,Golden Valley Wholesale,2,4,0.5000,Warehouse,2.0000,10.5,4.1429,28.46,1.0000,12,2022Q3
"Dallas-Fort Worth, TX-OK",4658,Guaranteed Express Inc,,,,,,,,,,,2022Q3
All Other Markets Combined,4659,Jo's Traveling Bar,,,,,,,,,,,2022Q3
All Other Markets Combined,4660,The Workman Company,,,,,,,,,,,2022Q3
All Other Markets Combined,4663,Holistic Freedom Institute,,,,Medical,,,4.0000,,,,2022Q3
All Other Markets Combined,4665,Whit corp ,,,,,,,,,,,
All Other Markets Combined,4666,Sweet Classics Concessions,,,,,,,,,,,2022Q3
"Las Vegas-Henderson, NV",4670,The Only Bean,5,8,0.6250,Warehouse,2.6667,16.666666666666668,0.0000,147.77,118.0000,8,2022Q4
All Other Markets Combined,4675,OurPro,,,,,,,,,,,2022Q3
All Other Markets Combined,4678,Premium Oilfield,,,,,,,,,,,2022Q3
"Dallas-Fort Worth, TX-OK",4680,All Metals Fabricating,,,,Manufacturing,,,38.0000,,,,2022Q3
All Other Markets Combined,4681,San Antonio Missions Baseball,23,23,1.0000,Food Services,1.0000,16,5.2083,836.32,7.9091,23,2022Q3
"Salt Lake City-Provo-Orem, UT",4685,Sushi Sensei,1,1,1.0000,Food Services,1.0000,14,2.5000,42.14,,1,2022Q3
All Other Markets Combined,4687,Foundation Supportworks of Idaho,,,,,,,,,,,2022Q3
All Other Markets Combined,4688,ASHBURN SAUCE COMPANY,,,,,,,,,,,
All Other Markets Combined,4694,Applewood Coney Island,,,,,,,,,,,2022Q3
"Dallas-Fort Worth, TX-OK",4695,Millennium Distribution DFW,,,,Warehouse,,,1.0000,,,,2022Q3
"Dallas-Fort Worth, TX-OK",4699,STRUCTURED CABLE PRODUCTS,210,210,1.0000,Manufacturing,1.0000,14.790284364709358,3.7333,8997.73,0.6411,211,2022Q3
All Other Markets Combined,4709,Marty's Pizza Delafield,,,,,,,,,,,2022Q3
All Other Markets Combined,4712,Alpla Houston,,,,,,,,,,,2022Q3
All Other Markets Combined,4726,Budreck Truck Lines,,,,,,,,,,,2022Q3
All Other Markets Combined,4727,Group investing Real Estate,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",4728,CRD Events,,,,Events,,,5.0000,,,,2022Q3
All Other Markets Combined,4734,Garage Door Team LLC,,,,,,,,,,,2022Q3
"Dallas-Fort Worth, TX-OK",4742,"Absolute Touch Cleaning and Organizing, LLC",,,,,,,,,,,2022Q3
All Other Markets Combined,4744,David Bernard Services,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4748,Sterling ATM,,,,,,,,,,,2022Q3
All Other Markets Combined,4753,Fetch Package - Nashville,,,,,,,,,,,2022Q3
"Las Vegas-Henderson, NV",4754,PME Community Services,6,6,1.0000,Janitorial,2.0000,15,12.0000,236.25,3.0000,4,2022Q4
All Other Markets Combined,4755,Unicorn Tire,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4756,American Marketing Inc.,,,,,,,,,,,2022Q3
All Other Markets Combined,4757,Hilton Garden Inn Chandler,,,,,,,,,,,
All Other Markets Combined,4761,Strategic Filtration,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4765,SMPL Manufacturing,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4770,Hales Logistics,73,75,0.9733,Warehouse,1.1333,15,3.5143,3061.7,1.8305,68,2022Q3
"Las Vegas-Henderson, NV",4771,Central Valley Silver State Specialists- TruTeam Las Vegas,,,,,,,,,,,2022Q3
All Other Markets Combined,4772,Moderato Ristorante Doral,,,,,,,,,,,
All Other Markets Combined,4773,"Dugout Sports, LLC",,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4777,Mountainview Builders Supply,33,41,0.8049,Manufacturing,6.2857,18,1.8000,249.35,61.2000,44,2022Q4
All Other Markets Combined,4782,Salt + Light Builders,,,,,,,,,,,
All Other Markets Combined,4786,What's the Current,,,,,,,,,,,2022Q3
All Other Markets Combined,4790,CACi Grill,32,34,0.9412,Food Services,1.2414,16.379310344827587,3.7273,858.48,11.7083,36,2022Q3
All Other Markets Combined,4792,Put a Fork In It,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4793,Mak’s Cleaning LLC,9,9,1.0000,Janitorial,1.2500,17,9.0000,154.89,22.5000,10,2022Q3
All Other Markets Combined,4801,Welcome Home Cleaning Inc.,,,,,,,,,,,
"Las Vegas-Henderson, NV",4802,SportCrete,,,,,,,,,,,2022Q3
All Other Markets Combined,4890,Rembrandts,49,57,0.8596,Food Services,1.2000,15.254545454545454,2.9733,2106.16,5.3333,66,2022Q3
All Other Markets Combined,4892,Washington Waldorf School,,,,,,,,,,,2022Q3
All Other Markets Combined,4893,Glenn's Market & Catering,,,,,,,,,,,2022Q3
All Other Markets Combined,4894,Morgan Taylor’d Events,32,33,0.9697,Events,1.7143,25.428571428571427,1.0526,391.1,17.0833,24,2022Q3
All Other Markets Combined,4895,Pro Housekeepers,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4905,Zena's Flowers and Gifts,,,,,,,,,,,2022Q3
All Other Markets Combined,4906,DJJohnny Utah Promotions,7,8,0.8750,Entertainment,2.6667,28.333333333333332,1.3333,126,31.0000,8,2022Q4
All Other Markets Combined,4908,Universal Steel America,,,,,,,,,,,2022Q4
All Other Markets Combined,4915,Spark Vintage Rentals LLC,,,,,,,,,,,2022Q3
All Other Markets Combined,4924,Healthy Soul Catering Company,1,2,0.5000,Food Services,2.0000,25,1.0000,24,,2,2023Q3
"Salt Lake City-Provo-Orem, UT",4933,Miracle Method Surface Refinishing ,,,,,,,,,,,
All Other Markets Combined,4936,"Icon OEM, Inc.",272,342,0.7953,Warehouse,3.3434,15.555555555555555,1.3551,11812.47,1.7755,331,2022Q3
All Other Markets Combined,4940,Rosecroft Raceway,218,246,0.8862,Entertainment,1.5000,15,4.7821,7392.88,1.9150,246,2022Q3
All Other Markets Combined,4943,"Treehous, LLC",,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4944,Venue 6SIX9,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4948,CH Holdings,,,,Construction,,,0.0000,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",4953,Salt Palace Convention Center,5089,5283,0.9633,Events,6.0100,16,4.6220,229127.51,0.0745,4814,2022Q3
All Other Markets Combined,4956,Los Pochos Sport Grill,,,,,,,,,,,
All Other Markets Combined,4966,Adler Pelzer Group,,,,,,,,,,,2022Q3
All Other Markets Combined,4967,Juniper Green Events,6,6,1.0000,Events,1.2000,18.2,12.5000,197.26,19.5000,6,2022Q4
"Salt Lake City-Provo-Orem, UT",4970,Cosmos Granite West,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",4971,DealsPointer INC,37,47,0.7872,Retail,2.2273,16.545454545454547,2.7813,693.44,10.9000,49,2022Q4
All Other Markets Combined,4971,DealsPointer INC,37,47,0.7872,Retail,2.2273,16.545454545454547,2.7813,693.44,10.9000,49,2022Q4
"Salt Lake City-Provo-Orem, UT",4972,Crawford Door Sales,,,,,,,,,,,
All Other Markets Combined,4974,"Midwest Glass Fabricators, Inc.",,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4990,Time Machine,,,,,,,,,,,2022Q3
All Other Markets Combined,5001,Chef Junction,,,,,,,,,,,2022Q4
All Other Markets Combined,5004,Historic Bates Mansion,5,6,0.8333,Events,1.7500,18.5,74.6000,109.84,104.5000,7,2023Q1
"Dallas-Fort Worth, TX-OK",5005,Brunchaholics,8,8,1.0000,Food Services,4.0000,20,1.0000,236.88,,4,2022Q3
All Other Markets Combined,5018,Reston Farm Garden Market,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5022,Dei Rossi Marketing,59,62,0.9516,Sales,1.4762,14.821428571428571,2.9792,2507,6.1951,62,2022Q3
"Salt Lake City-Provo-Orem, UT",5023,Thomas Cuisine - Utah (Pluralsight),,,,Hospitality,,,7.0000,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",5025,Thomas Cuisine - Utah (Biofire 1201),76,76,1.0000,Hospitality,1.0000,17.30263157894737,5.0101,3810.55,3.8000,76,2022Q4
"Salt Lake City-Provo-Orem, UT",5027,Thomas Cuisine - Utah (Biofire 94),44,44,1.0000,Hospitality,1.0000,16.032608695652176,6.2206,1685.4,0.8372,46,2022Q3
"Salt Lake City-Provo-Orem, UT",5029,Thomas Cuisine - Utah (Varex),1,1,1.0000,Hospitality,1.0000,17,2.0000,44.2,,1,2022Q4
"Salt Lake City-Provo-Orem, UT",5030,Thomas Cuisine - Utah (Biofire 1001),1455,1471,0.9891,Hospitality,1.1946,17.070403587443945,9.4051,72100,0.0254,1332,2022Q3
"Salt Lake City-Provo-Orem, UT",5031,Thomas Cuisine - Utah (Texas Instruments),76,78,0.9744,Hospitality,1.0519,16.98701298701299,4.1346,3488.73,3.8378,81,2022Q4
"Salt Lake City-Provo-Orem, UT",5033,DIME Beauty Co,320,323,0.9907,Warehouse,17.9412,15,9.9583,12984.6,3.5000,305,2022Q3
"Las Vegas-Henderson, NV",5040,All-Star Fence Company,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",5047,RLS Performance,202,212,0.9528,Warehouse,2.4524,19.952380952380953,44.1036,10591.16,3.5921,206,2022Q3
All Other Markets Combined,5048,BEST Crowd Management - Boise,170,317,0.5363,Events,49.6250,16.125,11.3750,6818.28,31.0000,397,2022Q3
"Dallas-Fort Worth, TX-OK",5056,Graze Craze Plano,1,1,1.0000,Food Services,1.0000,15,2.5000,19.2,,1,2022Q3
All Other Markets Combined,5057,SodexoMagic - Jackson Memorial Hospital Main,715,758,0.9433,Food Services,1.4654,17.83739837398374,9.6952,29083.25,0.2500,721,2022Q3
All Other Markets Combined,5060,SodexoMagic - Jackson Memorial North,22,23,0.9565,Food Services,1.0952,17,7.0833,896.86,4.2000,23,2023Q1
"Salt Lake City-Provo-Orem, UT",5061,BEST Crowd Management - University of Utah,,,,,,,,,,,2022Q3
All Other Markets Combined,5062,Sodexo - Jackson Memorial North EVS,1451,1540,0.9422,Janitorial,1.1367,15.661661434472542,22.4851,50248.56,0.0387,1813,2022Q4
All Other Markets Combined,5070,"Executive Events, LLC",,,,,,,,,,,2022Q3
"Dallas-Fort Worth, TX-OK",5079,Soirée Coffee Bar,,,,,,,,,,,2022Q3
"Dallas-Fort Worth, TX-OK",5092,ALT Linen,1,2,0.5000,Warehouse,2.0000,17,0.0000,20.23,,2,2022Q3
All Other Markets Combined,5093,Maui Wowi,8,8,1.0000,Food Services,1.0000,16,8.9286,264.87,36.7143,8,2022Q4
All Other Markets Combined,5096,"Chappell's Cleaning Services, LLC",,,,Janitorial,,,4.2500,,,,2022Q4
"Salt Lake City-Provo-Orem, UT",5103,Wonder Entertainment,131,144,0.9097,Entertainment,4.3226,17.29032258064516,9.9512,4490.71,8.8000,134,2022Q3
"Las Vegas-Henderson, NV",5104,TetrisPrep,65,74,0.8784,Warehouse,1.9189,17.054054054054053,21.2045,1795.23,7.4412,71,2022Q3
All Other Markets Combined,5106,General Service Company,,,,,,,,,,,
All Other Markets Combined,5109,Port of Subs 185,,,,,,,,,,,
All Other Markets Combined,5110,EKO Crewing ,175,267,0.6554,Entertainment,12.4800,17,7.6538,4001.21,6.8182,312,2022Q3
All Other Markets Combined,5113,Island Deliveries,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",5115,BayWatch Technologies,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",5120,"Go Energy Foods, Inc.",21,25,0.8400,Manufacturing,2.8750,15.125,3.4444,706.88,19.8571,23,2022Q3
"Las Vegas-Henderson, NV",5123,Las Vegas Crating & Logistics Locations,,,,,,,,,,,
All Other Markets Combined,5124,Mr. Chipp,,,,,,,,,,,2022Q3
All Other Markets Combined,5125,Gallery of Food,,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5129,Awesome Catering DFW,2,6,0.3333,Food Services,6.0000,20,5.0000,74.9,,6,2022Q4
All Other Markets Combined,5130,SodexoMagic - Jackson Memorial South,348,362,0.9613,Food Services,1.1051,17.454767726161368,10.4741,12659.57,0.5584,452,2023Q1
"Dallas-Fort Worth, TX-OK",5132,Maverick Fulfillment,18,18,1.0000,Warehouse,2.0000,16.9,30.1667,513.99,1.1429,20,2022Q4
"Dallas-Fort Worth, TX-OK",5146,A La Carte Catering & Cakes,163,173,0.9422,Food Services,1.1800,14.626666666666667,3.6065,6189.2,1.4722,177,2022Q3
"Salt Lake City-Provo-Orem, UT",5147,Centennial Management Group,81,81,1.0000,Events,14.2000,16.6,148.0000,3253.21,10.0000,71,2023Q3
All Other Markets Combined,5148,D&D CLEANING SERVICE,,,,,,,,,,,2022Q3
"Las Vegas-Henderson, NV",5150,Smiley Pies LLC,,,,,,,,,,,2022Q3
All Other Markets Combined,5159,Elite Occasion by Timina Lenae,,,,,,,,,,,2022Q3
"Dallas-Fort Worth, TX-OK",5162,Fetch Package - Plano,,,,,,,,,,,2022Q3
All Other Markets Combined,5171,Signature Catering - San Antonio,85,95,0.8947,Hospitality,2.6765,17,12.7073,2400.79,6.4848,91,2022Q3
"Las Vegas-Henderson, NV",5172,As You Wish Catering,,,,,,,,,,,
All Other Markets Combined,5183,Let the World Know / ChicagoPartyPlace.com,,,,,,,,,,,
All Other Markets Combined,5184,1-800 Water Damage of Athens,,,,,,,,,,,2022Q4
All Other Markets Combined,5187,Arizona Nights,,,,,,,,,,,2022Q3
"Salt Lake City-Provo-Orem, UT",5189,Relax In Comfort,,,,,,,,,,,
All Other Markets Combined,5191,Westview Orchards & Winery,26,27,0.9630,Events,1.1667,17,3.6757,224.68,1.6471,21,2022Q4
All Other Markets Combined,5193,Tube and Solid Tire,,,,,,,,,,,2022Q4
All Other Markets Combined,5195,Nomes Caterings ,3,4,0.7500,Food Services,4.0000,15,5.0000,35.93,,4,2023Q1
All Other Markets Combined,5207,Gibson Investments,,,,,,,,,,,2022Q3
All Other Markets Combined,5208,Catering Out The Box,,,,,,,,,,,2022Q4
All Other Markets Combined,5216,Behind The Bash Artisan Catering,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",5219,Graze Craze Sandy,,,,,,,,,,,2022Q4
All Other Markets Combined,5223,First We Eat Catering,37,38,0.9737,Food Services,1.4231,16.423076923076923,6.5758,1163.12,12.2857,37,2022Q4
All Other Markets Combined,5230,Rite & Rite Now Cleaning LLC,,,,,,,,,,,
All Other Markets Combined,5233,SpringHill Suites by Marriott,12,14,0.8571,Hospitality,2.0714,16.285714285714285,10.1154,266.88,27.8000,29,2023Q2
