csa_name_mod2,company_id,company_name,shifts_worked,adjusted_head_count,fill_rate,industry_name,average_head_count,average_hourly_wage,average_shift_lead,total_net_commissionable_revenue_2023,avg_days_between_shifts
All Other Markets Combined,2008,Main Street Office Furniture,22,22,1.0000,Delivery,3.2857,17.142857142857142,3.0000,583.18,0.5000
All Other Markets Combined,2010,Detroit Sports Service,,,,,,,,,
"Las Vegas-Henderson, NV",2011,Exclusive Chefs LV,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2016,Red Mountain Wholesale Floral,77,77,1.0000,Warehouse,1.0494,16.28395061728395,5.3333,2709.07,0.7639
"Salt Lake City-Provo-Orem, UT",2019,Modern Display,,,,,,,,,
"Las Vegas-Henderson, NV",2027,"Art Guild, Inc.",1072,1237,0.8666,Warehouse,2.3853,14.513157894736842,7.2387,38623.81,0.6139
All Other Markets Combined,2029,"Hustlers & Lovers, LLC",,,,,,,,,
All Other Markets Combined,2030,Elegante Cuisine,,,,,,,,,
"Las Vegas-Henderson, NV",2031,Brady Linen Services,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2032,Sweet Candy Company,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2036,Bryles Research,24,32,0.7500,Hospitality,3.5556,15,1.1111,1083.45,22.2857
"Salt Lake City-Provo-Orem, UT",2043,Diamond Concessions - Catering,2,2,1.0000,Events,2.0000,15,6.0000,94.5,
"Las Vegas-Henderson, NV",2044,Desert Produce Sales,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2045,Marquee Event Rentals - Carrollton,,,,,,,,,
All Other Markets Combined,2045,Marquee Event Rentals - Carrollton,,,,,,,,,
All Other Markets Combined,2047,Georgia Turnkey Services,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2049,Pat’s BBQ,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2050,Magic Man Junk Removal,5,5,1.0000,Delivery,1.5000,20,1.0000,154.3,79.5000
All Other Markets Combined,2053,Vanguard Cleaning,,,,,,,,,
All Other Markets Combined,2062,Gordon's Catering LLC,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2066,Photo Booth Bus,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2069,Texas Sumo Game Rental,14,14,1.0000,Entertainment,3.0000,20,3.3333,478.96,83.5000
"Dallas-Fort Worth, TX-OK",2071,Premier Performance Products Carrolton,,,,,,,,,
All Other Markets Combined,2073,Felicia Taylor,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2084,Bonco Enterprises,2,2,1.0000,Construction,1.0000,16.666666666666668,3.0000,59.63,52.0000
All Other Markets Combined,2085,Alsco - Virginia Beach,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2086,Done To Your Taste Catering,21,21,1.0000,Food Services,1.6667,20.75,4.8333,1166.01,20.6364
"Las Vegas-Henderson, NV",2090,Apex Linen,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2092,TMH Enterprises,,,,,,,,,
All Other Markets Combined,2096,Saad Wholesale Meats,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2097,Maersk West Jordan,67,80,0.8375,Warehouse,5.7143,15.928571428571429,0.6429,2317.57,1.8462
"Salt Lake City-Provo-Orem, UT",2098,Rack Your Garage,11,11,1.0000,Warehouse,1.2222,17,2.2222,528.44,3.8571
"Salt Lake City-Provo-Orem, UT",2102,elohim housekeeping,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2104,Nutra Connection,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2105,Kate Elizabeth Events,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2106,KGSClub,27,31,0.8710,Food Services,3.8750,17,13.3750,1401.51,43.2857
"Dallas-Fort Worth, TX-OK",2107,Game On! Amusement Game Rentals,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2108,Roots Southern Table,6,6,1.0000,Food Services,1.0000,14,14.1765,159.33,2.7500
"Salt Lake City-Provo-Orem, UT",2114,DryBoston,,,,,,,,,
All Other Markets Combined,2115,Grainwood Furniture,,,,,,,,,
All Other Markets Combined,2116,Aaron Builders,22,25,0.8800,Construction,1.3704,15,9.8889,842.77,2.1765
All Other Markets Combined,2118,Transtar Industries,,,,,,,,,
All Other Markets Combined,2119,Bucky’s Rentals,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2120,Mission Linen & Uniform Supply,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2122,Warehouse-Pro,,,,,,,,,
All Other Markets Combined,2127,Vennebu Hill,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2128,Turfmaker Corporation,,,,,,,,,
All Other Markets Combined,2131,Lokey's Southern Bistro,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2132,JMM Commercial Cleaning,,,,,,,,,
All Other Markets Combined,2137,John smith roofing,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2143,DFW Linen & Laundry,,,,,,,,,
All Other Markets Combined,2144,Infinite Intelligence Engineering,,,,Construction,1.0000,18,3.5000,,
"Dallas-Fort Worth, TX-OK",2145,My Laundry Chute,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2146,Roser USA,356,363,0.9807,Construction,1.1600,17.723076923076924,9.1385,18711.25,0.8269
"Dallas-Fort Worth, TX-OK",2151,EZ-FLO Intl. Dallas,,,,,,,,,
All Other Markets Combined,2154,Hampton Inn & Suites at Wisconsin Dells,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2156,Uplife Group,83,87,0.9540,Events,2.5789,17,17.9211,5380.7,9.6333
All Other Markets Combined,2157,GEESE Logistics,,,,,,,,,
All Other Markets Combined,2161,H&H Social,,,,,,,,,
All Other Markets Combined,2162,Margie and Rays crabhouse,,,,,,,,,
All Other Markets Combined,2163,Sandbridge Island Restaurant,,,,,,,,,
All Other Markets Combined,2165,AdvantaClean of Spring,,,,,,,,,
All Other Markets Combined,2171,3 Girls Catering,,,,,,,,,
All Other Markets Combined,2173,"Hoover Treated Wood Products, Inc.",,,,,,,,,
All Other Markets Combined,2174,Sperry Tents Colorado,,,,,,,,,
"Las Vegas-Henderson, NV",2175,Downeast Facilities,,,,,,,,,
All Other Markets Combined,2176,T&D Clean Up,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2177,Modern Display Expo and Event,484,508,0.9528,Warehouse,1.5874,15.882521489971346,3.2149,19575.07,0.5631
"Salt Lake City-Provo-Orem, UT",2178,Memorial House Memory Grove,,,,,,,,,
All Other Markets Combined,2181,Hagopian,,,,,,,,,
"Las Vegas-Henderson, NV",2183,EZ-FLO Intl. Las Vegas,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2186,Las Vegas Entertainment Productions,5,8,0.6250,Entertainment,4.0000,22.333333333333332,2.3333,185.39,135.0000
"Las Vegas-Henderson, NV",2186,Las Vegas Entertainment Productions,5,8,0.6250,Entertainment,4.0000,22.333333333333332,2.3333,185.39,135.0000
All Other Markets Combined,2187,Haggerty management,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2192,JDog Junk Removal & Hauling,,,,,,,,,
All Other Markets Combined,2195,Silver Shores Waterfront,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2197,Vintage Market Days,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2198,Hog Wallow Pub,1,1,1.0000,Food Services,1.0000,18,3.0000,26.9,
All Other Markets Combined,2205,Trimaco,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2206,Tender Care,,,,,,,,,
All Other Markets Combined,2212,"Amory Cold Logistics, LLC",,,,,,,,,
"Dallas-Fort Worth, TX-OK",2213,The All Star Agency LLC,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2215,Swiss Kiss Berners & Doodles,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2216,Cowtown Brewery,,,,,,,,,
All Other Markets Combined,2217,"The Fun Ones, Inc.",,,,,,,,,
"Dallas-Fort Worth, TX-OK",2218,Ergomart,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2219,Provo Marriott Hotel & Conference Center,343,390,0.8795,Events,2.3333,16.618181818181817,3.4727,15202.97,1.7847
All Other Markets Combined,2220,Dane Building Concepts,,,,,,,,,
All Other Markets Combined,2221,Fancy That LLC,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2222,Pitted Logistics,1775,1874,0.9472,Warehouse,2.1007,15.61280167890871,4.8510,67577.79,0.2529
"Las Vegas-Henderson, NV",2225,Advantage Warehousing and Logistics,215,248,0.8669,Warehouse,4.6610,13.5,2.5424,3107.29,6.0800
"Dallas-Fort Worth, TX-OK",2232,Cake Craft USA,,,,,,,,,
All Other Markets Combined,2233,The Office Connection,,,,,,,,,
"Las Vegas-Henderson, NV",2238,"Gettin Quik Paper, Incorporated",,,,,,,,,
All Other Markets Combined,2241,Reach Cooling Group,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2243,Wasatch Gas Piping LLC,,,,,,,,,
All Other Markets Combined,2248,Priority Chevrolet Chesapeake,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2249,Lucent Pro Services,,,,,,,,,
All Other Markets Combined,2251,3030 Event Space,,,,,,,,,
All Other Markets Combined,2255,Advanced Mixology Institute,147,201,0.7313,Hospitality,4.3673,17.132653061224488,32.9388,5241.83,7.0000
All Other Markets Combined,2258,"Premier Millwork and Lumber Co., Inc.",,,,,,,,,
"Dallas-Fort Worth, TX-OK",2259,4b Rental,,,,,,,,,
All Other Markets Combined,2260,PLOW Restaurant,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2263,Oasis Ascent,,,,,,,,,
All Other Markets Combined,2265,Hearthside Food Solutions,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2272,Your Way Cafe,,,,,,,,,
All Other Markets Combined,2273,1st Choice Pest Control,23,24,0.9583,Construction,1.7333,18.4,52.4667,1072.48,21.1667
"Salt Lake City-Provo-Orem, UT",2277,Tagge's Famous Fruit and Veggies,11,11,1.0000,Retail,3.3333,13.666666666666666,132.3333,279.61,3.5000
"Salt Lake City-Provo-Orem, UT",2281,KW Real Estate,,,,,,,,,
"Las Vegas-Henderson, NV",2287,Archer West Security,,,,,,,,,
All Other Markets Combined,2295,American Pool Service,,,,,,,,,
All Other Markets Combined,2298,Schaul's Signature Cuisine & Events,,,,,,,,,
All Other Markets Combined,2299,"Tri-Fin, LLC",,,,,,,,,
All Other Markets Combined,2306,ExtraMile Arena,92,104,0.8846,Events,2.7647,15.529411764705882,3.6471,3458.99,9.7419
"Dallas-Fort Worth, TX-OK",2307,Senior By Design / SBD Interior Design,,,,,,,,,
All Other Markets Combined,2308,Inspired Living Store,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2309,"Import Warehouse, Inc.",,,,,,,,,
"Dallas-Fort Worth, TX-OK",2318,Roland Curtains Inc.,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2322,CarrollCLEAN LLC,,,,,,,,,
"Las Vegas-Henderson, NV",2326,"Derse, Inc. - Las Vegas",,,,,,,,,
All Other Markets Combined,2328,Zerelli Technologies Inc.,,,,,,,,,
All Other Markets Combined,2329,Wanchese Fish Company,,,,,,,,,
All Other Markets Combined,2330,Calypso Bar and Grill,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2337,Utah Valley Vents,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2338,Plumber Near Me DFW,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2340,Prime Restorations,11,12,0.9167,Construction,2.0000,17,0.5556,537.05,55.5000
All Other Markets Combined,2344,Busch Vacuum Solutions,,,,,,,,,
All Other Markets Combined,2345,TPC Michigan,,,,,,,,,
All Other Markets Combined,2346,Milwaukee Sportservice,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2355,Innovative Business Services,,,,,,,,,
All Other Markets Combined,2356,Gladstone Bakery,,,,,,,,,
All Other Markets Combined,2357,Hampton Roads Moving and Storage,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2367,RAOFACTOR Design House,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2391,Elite Mattress,,,,,,,,,
"Las Vegas-Henderson, NV",2394,Quest Events - Las Vegas,,,,,,,,,
All Other Markets Combined,2395,FTR INC,33,37,0.8919,Construction,1.6818,17.90909090909091,4.4091,1361.18,6.9375
All Other Markets Combined,2400,Mid America Safety Corp,,,,,,,,,
All Other Markets Combined,2406,Oak Pointe Country Club,,,,,,,,,
All Other Markets Combined,2407,The Henry Ford Museum & Greenfield Village,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2409,Pregis Garland,,,,,,,,,
"Las Vegas-Henderson, NV",2411,Rebel Party Rentals,,,,,,,,,
All Other Markets Combined,2414,RedBox Workshop,,,,,,,,,
All Other Markets Combined,2419,Union Taco,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2420,Land Design,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2421,"Derse, Inc. - Dallas",,,,,,,,,
"Dallas-Fort Worth, TX-OK",2422,Top Tier Events,,,,Events,4.0000,17.5,2.0000,,
All Other Markets Combined,2428,Ambition Cleaning,,,,,,,,,
All Other Markets Combined,2440,Sloppy Crab,34,37,0.9189,Food Services,1.3721,14.093023255813954,6.6512,1329.57,3.3478
All Other Markets Combined,2441,Jaeckle Distributors,,,,,,,,,
All Other Markets Combined,2447,The Grove Hotel,54,58,0.9310,Food Services,1.2500,17.916666666666668,4.4500,2520.73,6.9535
"Salt Lake City-Provo-Orem, UT",2449,NovEx Supply Chain LLC,,,,,,,,,
All Other Markets Combined,2450,Green Up Solutions LLC,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2451,Culligan Water Salt Lake,,,,,,,,,
All Other Markets Combined,2453,Frita Batidos,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2454,Smart Specialty Remodeling,4,4,1.0000,Construction,2.0000,18,1.5000,201.6,1.0000
All Other Markets Combined,2455,Event Essentials,,,,,,,,,
All Other Markets Combined,2458,MyLocker,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2463,Olympus Tents and Events,21,24,0.8750,Events,3.0000,17.375,1.5000,1058.54,17.1429
"Las Vegas-Henderson, NV",2464,Clean - Commercial Cleaning,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2465,Perk-IT,,,,,,,,,
All Other Markets Combined,2470,"All-Color Powder Coating, Inc.",,,,,,,,,
"Dallas-Fort Worth, TX-OK",2471,Ryse Up Supplements,,,,,,,,,
"Las Vegas-Henderson, NV",2472,Nevatronix LLc,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2474,Ridley’s Family Markets CORPORATE,140,172,0.8140,Retail,3.3462,16.141025641025642,5.3974,6945.09,3.9636
All Other Markets Combined,2474,Ridley’s Family Markets CORPORATE,140,172,0.8140,Retail,3.3462,16.141025641025642,5.3974,6945.09,3.9636
All Other Markets Combined,2479,Finesse Touch Painters,,,,,,,,,
All Other Markets Combined,2482,Little Caesars Arena,1451,1637,0.8864,Food Services,2.1726,13.743083003952568,2.6469,46909.34,0.3465
All Other Markets Combined,2486,Errthang Smoked,,,,,,,,,
All Other Markets Combined,2490,Ry Lounge,,,,,,,,,
"Las Vegas-Henderson, NV",2493,95 Computer LLC,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2496,Experience Event Center,162,168,0.9643,Entertainment,1.7568,17,6.2883,8633.13,3.0235
"Salt Lake City-Provo-Orem, UT",2502,LoopSmart,,,,,,,,,
All Other Markets Combined,2503,Downeast Home & Clothing - Boise,,,,,,,,,
All Other Markets Combined,2505,Garvey's Office Products,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2512,EVNTS Group,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2516,Busiest B Professional Cleaning Services,,,,,,,,,
All Other Markets Combined,2522,Atomix Logistics,232,276,0.8406,Warehouse,3.9559,15.735294117647058,2.5294,9548.4,2.3846
"Dallas-Fort Worth, TX-OK",2523,Reynolds / Presto Products,,,,,,,,,
All Other Markets Combined,2526,Big D services,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2527,Simple Products - LuxPro,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2528,Awaken Event Center,5,5,1.0000,Events,2.5000,15,1.5000,96,63.0000
"Dallas-Fort Worth, TX-OK",2529,Columbia Packing Co Inc,,,,,,,,,
"Las Vegas-Henderson, NV",2532,Shiphero Las Vegas,661,764,0.8652,Warehouse,3.4311,13.035555555555556,3.2400,25132.43,1.1875
"Salt Lake City-Provo-Orem, UT",2536,University of Utah Campus Store,235,244,0.9631,Retail,2.7895,18,9.6140,11172.14,1.6000
All Other Markets Combined,2537,Milwaukee Warehouse LLC,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2538,Finishing & Mailing Center LLC,,,,,,,,,
All Other Markets Combined,2539,Oakhurst Golf and Country Club,14,14,1.0000,Food Services,1.0000,17,32.3590,499.26,3.8462
All Other Markets Combined,2540,World Distribution Services,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2541,TPC Craig Ranch,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2543,Doug Boster Catering,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2548,"Gilbert Exposition Management Services ""GEMS""",84,98,0.8571,Events,3.0909,16.12121212121212,1.1818,2697.99,3.0769
All Other Markets Combined,2548,"Gilbert Exposition Management Services ""GEMS""",84,98,0.8571,Events,3.0909,16.12121212121212,1.1818,2697.99,3.0769
All Other Markets Combined,2550,Cold Heading - Warren (MI),,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2552,Devil's Pit BBQ,,,,,,,,,
All Other Markets Combined,2553,Protector services of Idaho,228,313,0.7284,Events,8.5000,15,10.3600,9943.6,6.6207
All Other Markets Combined,2554,Sloppy Crab,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2558,Bella Flora of Dallas,,,,,,,,,
All Other Markets Combined,2560,Ambrosia Events,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2566,Precision Packing and Moving,,,,,,,,,
All Other Markets Combined,2567,Garage Door Enterprises Llc,,,,,,,,,
All Other Markets Combined,2568,Minus Touch,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2577,Fulfillhub,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2581,Clementine Photo Booth,4,4,1.0000,Events,1.3333,18.666666666666668,0.0000,148.6,80.0000
"Salt Lake City-Provo-Orem, UT",2583,Provo Recreation Center,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2584,LifetimeVibe,6,6,1.0000,Manufacturing,1.0000,14.666666666666666,9.5000,181.84,34.7500
"Dallas-Fort Worth, TX-OK",2587,Gleneagles Country Club,,,,Food Services,1.0000,16,31.0000,,
All Other Markets Combined,2591,Sheridan Wisconsin,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2595,Tailgate Guys Salt Lake City,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2596,"Cohost, LLC",,,,,,,,,
"Las Vegas-Henderson, NV",2600,Roasted Camp Corn,,,,Food Services,1.0000,16,2.0000,,
"Salt Lake City-Provo-Orem, UT",2600,Roasted Camp Corn,,,,Food Services,1.0000,16,2.0000,,
"Dallas-Fort Worth, TX-OK",2601,"Morpak Specialties, Inc.",,,,,,,,,
"Dallas-Fort Worth, TX-OK",2628,Readerlink-Denton,,,,,,,,,
All Other Markets Combined,2629,Continental Services,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2630,Streamline Packaging Solutions,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2632,Lotopro Landscaping & Maintenance Services,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2634,Bella Acento,,,,,,,,,
All Other Markets Combined,2636,Craig Stein Beverage,396,537,0.7374,Delivery,11.1875,17,7.1042,24845.63,1.6809
"Salt Lake City-Provo-Orem, UT",2638,Nothing Bundt Cakes Bountiful,,,,,,,,,
All Other Markets Combined,2646,Idaho Central Arena - Concessions,48,59,0.8136,Entertainment,2.9091,16.818181818181817,2.0000,1202.77,11.5263
All Other Markets Combined,2651,MAV Event Services,,,,,,,,,
All Other Markets Combined,2654,Jody's Popcorn,263,293,0.8976,Manufacturing,2.8224,12.485981308411215,35.4112,8521.66,2.0526
"Las Vegas-Henderson, NV",2655,Las Vegas Party Rentals,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2655,Las Vegas Party Rentals,,,,,,,,,
All Other Markets Combined,2656,Caspari Inc,107,110,0.9727,Warehouse,3.3824,15,1.6471,4305.74,7.2000
"Salt Lake City-Provo-Orem, UT",2659,U of U Dining Services,2591,2714,0.9547,Events,1.5604,15.099872773536896,4.3276,115460.8,0.0862
"Dallas-Fort Worth, TX-OK",2663,At Your Service Catering,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2664,Stonebridge Ranch - Dye Course,42,44,0.9545,Hospitality,1.2045,16.022727272727273,5.6818,1468.7,2.4706
All Other Markets Combined,2665,EventRent,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2666,Stonebridge Ranch - Hills Course,,,,,,,,,
All Other Markets Combined,2667,Country Linen Services,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2668,Rocky Mountain Artificial Turf,,,,,,,,,
All Other Markets Combined,2671,IMGoing Events,,,,,,,,,
"Las Vegas-Henderson, NV",2672,Bear's Best Las Vegas,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2675,Remedy Design Center,7,7,1.0000,Warehouse,2.0000,17,1.0000,377.4,0.0000
All Other Markets Combined,2678,Torrie's Best Maid Service,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2688,Two Maids & A Mop,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2689,Stonebriar Country Club,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2691,Namify LLC,40,41,0.9756,Warehouse,2.7333,15.8,1.4667,1736.64,3.2308
"Dallas-Fort Worth, TX-OK",2694,In Your Face Apparel,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2700,C-A-L Ranch Stores Payson,,,,,,,,,
All Other Markets Combined,2704,Party on Rentals,,,,,,,,,
All Other Markets Combined,2705,AXIS WAREHOUSE,,,,,,,,,
All Other Markets Combined,2707,Chesapeake Conference Center,,,,,,,,,
All Other Markets Combined,2709,Wisconsin Management Company,,,,,,,,,
All Other Markets Combined,2710,BSA Events 4 Entertainment LLC,6,8,0.7500,Entertainment,4.3333,22.549999872843426,9.0000,146.44,
All Other Markets Combined,2714,Pacific Best Inc - Virginia,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2717,IDLife,,,,,,,,,
All Other Markets Combined,2721,Willie Fun Events,,,,,,,,,
All Other Markets Combined,2722,MOVINGHANDSMOVERS,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2723,Absolutedfw.com,,,,,,,,,
All Other Markets Combined,2730,Readerlink - Romeoville,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2731,Brilliant Fulfillment (Grapevine) ,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2738,Biovation Labs,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2739,Rosalinda L Rios,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2746,Viori,367,382,0.9607,Warehouse,1.2991,14.433048433048434,7.4473,11754.16,0.7820
"Salt Lake City-Provo-Orem, UT",2747,"Peachy, Inc",,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2748,Cart.com,,,,Warehouse,5.0000,15,3.0000,,
"Salt Lake City-Provo-Orem, UT",2750,Marriott City Creek Banquets,11,11,1.0000,Hospitality,10.0000,15,15.0000,383.78,
"Las Vegas-Henderson, NV",2751,Integrative Environmental System’s,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2757,Bougie Bartender,3,3,1.0000,Events,1.0000,17.333333333333332,3.6667,54.27,20.0000
All Other Markets Combined,2758,"Bake Fresh Company, LLC",,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2761,Nothing Bundt Cakes- Lehi/AF,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2766,MAS Cleaning 630,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2767,Lilands Special Events,,,,,,,,,
All Other Markets Combined,2767,Lilands Special Events,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2774,North Texas Cleanup Co.,,,,,,,,,
All Other Markets Combined,2779,Two Good Guys Home Improvement,,,,,,,,,
All Other Markets Combined,2784,Oberweis Dairy - Virginia Beach,4,5,0.8000,Delivery,1.6667,12.666666666666666,1.0000,81.38,33.5000
All Other Markets Combined,2785,DeBuck's Corn Maze,,,,,,,,,
All Other Markets Combined,2789,Tidewater Foods Inc,,,,,,,,,
All Other Markets Combined,2790,PadenCold Inc,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2794,All Dry Services of Happy Valley,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2797,Two Sisters Catering,,,,,,,,,
All Other Markets Combined,2798,RCS Logistics,,,,,,,,,
All Other Markets Combined,2799,Great Wall Seafood,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2805,Marriott City Creek Kitchen,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2807,Urban Taste Catering,,,,,,,,,
All Other Markets Combined,2809,Starbuck Custom Tees,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2811,Asian Market Orem LLC,4,4,1.0000,Retail,1.0000,18,0.0000,131.66,22.6667
"Dallas-Fort Worth, TX-OK",2816,Extraordinary Catering and Events,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2817,AJET Services,82,85,0.9647,Janitorial,1.5000,15.071428571428571,5.6429,2830.78,5.2340
"Dallas-Fort Worth, TX-OK",2819,LegendZ Way Distribution-Desoto,,,,,,,,,
All Other Markets Combined,2822,Gordon Paper,202,203,0.9951,Warehouse,1.0110,12.5,21.7582,6945.62,1.2143
All Other Markets Combined,2823,Last Minute Gourmet Catering,,,,,,,,,
All Other Markets Combined,2831,Furniture Classics,,,,,,,,,
All Other Markets Combined,2833,Cooking With Flavour,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2835,"C-3is, Inc",,,,,,,,,
"Dallas-Fort Worth, TX-OK",2836,NTI Global,,,,,,,,,
All Other Markets Combined,2838,American Cleaning Services,,,,,,,,,
"Las Vegas-Henderson, NV",2841,Royal Pacific of Las Vegas (RPLV),21,30,0.7000,Manufacturing,5.5000,17,0.1667,938.59,19.0000
"Las Vegas-Henderson, NV",2850,Beme's Cuisine,,,,,,,,,
"Dallas-Fort Worth, TX-OK",2851,Hackberry Creek Country Club,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2852,Premier Canteen,84,85,0.9882,Warehouse,1.0268,16.803571428571427,2.3393,3516.18,3.3210
"Las Vegas-Henderson, NV",2856,The Stirling Club,,,,,,,,,
All Other Markets Combined,2857,Metro Cleaning Consultants,,,,,,,,,
All Other Markets Combined,2864,Sonoran Retractables,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2867,Provo Tree Experts,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2869,Harvest Lane Honey,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2873,Unique Deliveries,23,24,0.9583,Warehouse,1.7692,17.692307692307693,1.1538,1060.11,23.5000
"Dallas-Fort Worth, TX-OK",2877,J & G Trybus,,,,,,,,,
"Las Vegas-Henderson, NV",2878,ChefKas Catering & Private Chef Services,,,,,,,,,
"Las Vegas-Henderson, NV",2880,Liquid Courage,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",2885,The Leonardo,,,,,,,,,
All Other Markets Combined,2886,Shdacees Art,,,,,,,,,
All Other Markets Combined,2887,Lesner Inn,1,1,1.0000,Hospitality,1.0000,14,2.5000,1.23,
All Other Markets Combined,2889,Arizona Sands Club,,,,,,,,,
All Other Markets Combined,2896,Outside The Box Catering & Events,,,,,,,,,
